url,material_name,Category,Code,Country,Brand,post_text,tags,Sensorial_Glossiness,Sensorial_Translucence,Sensorial_Structure,Sensorial_Texture,Sensorial_Hardness,Sensorial_Temperature,Sensorial_Acoustics,Sensorial_Odour,Technical_Fire Resistance,Technical_UV Resistance,Technical_Weather Resistance,Technical_Scratch Resistance,Technical_Weight,Technical_Chemical Resistance,Technical_Renewable
https://materialdistrict.com/material/kerto-laminated-veneer-lumber/,Kerto Laminated Veneer Lumber,Wood,WOO263,Netherlands,Metsä Wood Holland B.V.,"Metsä Woods Kerto is a laminated veneer lumber (LVL) product used in all types of construction projects – from new buildings to renovations and repairs. Kerto is strong and dimensionally stable, delivering its high-strength from its homogeneous bonded structure.

Kerto is produced from 3 mm thick, rotary-peeled softwood veneers that are glued together to form a continuous sheet. The sheet is cut to length and sawn into beams, planks or panels in accordance with the customer´s requirements. Kerto products are CE marked and certified by the VTT Technical Research Centre of Finland, no 184/03.

Typical applications of Kerto include: beams, joists, trusses, frames, components for roofs, floor and wall elements, components for the door and vehicle industry, concrete formwork and scaffold planking.","Biobased, Wood",Matte,0%,Closed,Smooth,Hard,Warm,Poor,None,Poor,Moderate,Poor,Good,Heavy,Moderate,Yes
https://materialdistrict.com/material/kevlar/,Kevlar,Plastics,PLA273,United States,DuPont Kevlar,"Kevlar is an aromatic polyamide. The chemical composition of Kevlar is poly para-phenyleneterephthalamide, Aramids belong to the family of nylons, such as nylon 6,6, do not have very good structural properties, so the para-aramid distinction is important. The aramid ring gives Kevlar thermal stability, while the para structure gives it high strength and modulus. Like nylons, Kevlar filaments are made by extruding the precursor through a spinneret. The Kevlar precursor is very stable both chemically and thermally. Today, there are three grades of Kevlar available: Kevlar 29, Kevlar 49, and Kevlar 149. Kevlar® brand fiber is an innovative technology from DuPont that combines high strength with light weight to help dramatically improve the performance of a variety of consumer and industrial products.",Plastics,Satin,0%,Open,Smooth,Hard,Medium,Moderate,None,Good,Good,Good,Moderate,Light,Good,No
https://materialdistrict.com/material/ki-kern/,Ki-Kern,Plastics,PLA440,Netherlands,Fetim Professional,"Ki-Kern is a solid synthetic board, specially developed for fascia cladding, fascia sections and other indoor and outdoor applications in the home, in public utilities buildings and also in new construction, renovation and recreational buildings. Ki-Kern is supplied in 52 colours, with wood or aluminium finishes and it comes with a 10 year warranty. The Ki-Kern board: 6 x 3050 x 1300 mm. Other sizes available up on request. Benefits: Easy to handle Low maintenance Durable High form stability Impact resistant Environmental 10 years warranty KOMO Certificate of Product (GB-003)",Plastics,Matte,0%,Open,Smooth,Hard,Medium,Moderate,None,Unknown,Good,Good,Good,Medium,Moderate,No
https://materialdistrict.com/material/ki-ori-tennage/,Ki-ori Tennâge,Wood,WOO326,Japan,Zeroone Products,"Ki-ori Tennâge is a traditional woven textile from Japan. The Tennâge is slit into 2 mm pieces, and woven using the ‘Kyoto-Nishijin-ori’ technique.

The root of Kyoto Nishijin-ori goes back to some 1,200 years ago (AD 794), when it was woven as an extremely luxurious textile for the Imperial court nobles. The art of Nishijin-ori flourished, supported by the patronage of both the Imperial court and great Samurai lords. The weavers also continued to adapt to new technology. Today, you can see the art of Kyoto Nishijin-ori in the beautiful Japanese Kimono textile.

Tennâge is a patented wood veneer combining nature and the latest technology. The Tennâge flexible wood veneer is slit into 2 mm pieces for use as a vertical thread. Horizontal threads can be silk, cotton, polyester or any other materials. By using Tennâge as a vertical thread, a wider fabric/textile can be woven with an automatic high-speed machine. By changing the material, colour and size of the horizontal thread, Ki-ori Tennâge can have a different look even when using the same wood species.

As this material is a textile, it comes in a roll. The width is approximately 1 m and the length can be as long as desired.","Biobased, Sense & Sensibility, Sustainable, Wood, fabric, textile",Matte,0%,Open,Medium,Soft,Warm,Moderate,None,Poor,Moderate,Poor,Moderate,Light,Moderate,Yes
https://materialdistrict.com/material/kilkenny/,Kilkenny,Other naturals,ONA569,Netherlands,Vyva Fabrics,"Kilkenny is a 100% natural fireproof fabric created with fibers of vegetable origin including linen, cotton and viscose.

Particularly well suited for soft furnishing applications, this material is rendered completely fireproof through an innovative patented technology that doesn’t use chemical additives or flame retardant resins that may come in contact with skin and environment. Kilkenny includes no chemical additives or flame retardants, there is no formaldehyde or derivatives of chlorine and bromine; its performance is only the result of a molecular modification of cellulose.

Furthermore, there aren’t harmful releases into environment and this material is biodegradable.

The Kilkenny collection is manufactured and tested to the highest international standards of fire protection.","Biobased, Other naturals",Matte,0%,Closed,Medium,Soft,Warm,Moderate,None,Good,Good,Poor,Moderate,Medium,Moderate,Yes
https://materialdistrict.com/material/kiln-cast-glass/,Kiln cast glass,Glass,GLA008,United Kingdom,Fusionglass Designs Ltd,"Fusionglass Designs produces a diverse range of textures varying from the fluid and organic to more structured, architectural designs. During the process of kiln forming the surface of the glass can be transformed into any number of textures, designs or graphics. A wide range of applied finishes, including sandblasting, translucent and opaque colours, and mirroring, can further enhance these textures, most of which can be toughened / tempered or laminated to required national safety standards. The glass can be tailor-made to client’s requirements including curved to radius, cut to complex shapes and drilled or countersunk.

It is this enormous versatility that enables kiln cast glass to be used in almost any architectural application either decorative or structural, for both internal and external applications. Fusionglass Designs can produce textured glass to a maximum size of 3150mm x 1750mm (124″ x 69″). Most kiln cast textured glass is manufactured using standard clear float glass, however it is also available in specialist glasses including low iron (crystal clear) and a variety of body tints; blue, green, bronze and grey.",Glass,Satin,50-100%,Open,Medium,Hard,Medium,Moderate,None,Good,Good,Moderate,Moderate,Medium,Poor,No
https://materialdistrict.com/material/kilolux-glass/,Kilolux Glass,Glass,GLA249,United Kingdom,Innovative Glass Products Ltd.,"KiloLux was developed by Rodney Bender for the Wales Millennium Centre, Cardiff. Kilolux consists of multi layered glass blocks. As it is employed as a weather seal on the WMC, it was rigorously tested to comply with the specifications of the architects, Capita Percy Thomas. The product has been independently tested for freeze thaw, thermal shading, and edge stress, and the glazing system developed to install it in the masonry has also been tested for weather seal. The product also has excellent compressive strength.

KiloLux can be used in a variety of different contexts, for interior or exterior applications. It can be manufactured with a variety of different glass types, most commonly with soda lime float glass or Low Iron float glass. KiloLux can be secondarily processed by chemical, abrasive etching, water jet abrasive and diamond saw. Kilolux can also be thermally bent.","High-tech, Glass",Glossy,50-100%,Closed,Coarse,Hard,Cool,Poor,None,Moderate,Good,Good,Good,Heavy,Good,No
https://materialdistrict.com/material/king-w/,King W,Plastics,PLA638,Netherlands,Triple Dutch BV,"King W outdoor carpets are made of polyamide straight and curled yarns, with a pile height of 25mm. Using weaving techniques, three designs are created: Stone, Stream and Wave in 2 colour schemes # 18 and # 23 and 4 mono colours: Cream White, Sweet Taupe, Oyster Grey and Caviar Grey. Thanks to the repeating pattern King W can be very effectively used in larger areas. The characteristics of polyamide fibres, UV stability and water resistance make a King W outdoor carpet suitable for heavy duty applications. The yarns are environmentally friendly, free of lead and cadmium. King W rolls are being manufactured on 4 m width x 20 m length. King W carpets are a base for furnishing swimming pools, spa’s, yachts, terraces, balconies and are a welcome addition in hospitality accommodations such as beach clubs, restaurants but also for indoor usage in hotel lobbies, offices and areas with heavy traffic.",Plastics,Satin,0%,Closed,Coarse,Soft,Medium,Good,None,Unknown,Good,Moderate,Moderate,Medium,Moderate,No
https://materialdistrict.com/material/kingskin/,Kingskin,Other naturals,ONA296,Netherlands,ART NATURE DESIGN,"Kingskin; In Uganda for centuries a unique textile-like material is made from the bark of the Mutuba tree (Ficus natalensis). It looks like veneer but is soft like leather or suede. The stiffened version of bark cloth has more cardboard like properties (stiffened with woodglue).

The Mutuba bark (or Olubugo) was previously used exclusively for clothing for the kings of Buganda, a small kingdom in the present Uganda.

After the dead bark is manually been scraped off the stem, the bark has to be cooked to make it smooth. Then the farmer beats the material with a special wooden hammer. This process takes several hours and during the progress of this process the cloth increases. Finally the farmer stretches the cloth, restores the weaknesses with a needle and thread (grass) and lies it on the grass to dry. Sunshine makes the colour of the material more intense.

Sizes:",Other naturals,Matte,0-50%,Closed,Coarse,Resilient,Warm,Good,None,Poor,Good,Poor,Poor,Light,Moderate,Yes
https://materialdistrict.com/material/kintyre/,Kintyre,Other naturals,ONA580,Netherlands,Vyva Fabrics,"Created by nature, Kintyre by PAUL-K is a linen/wool blend with a soft touch and strong character.

It is made from two different natural yarns, creating a vivid play of light and colour. Its authentic look and feeling match easily with a wide range of interiors as well as ethnic and modern art.

Kintyre is suitable for comfortable sofas, armchairs, cushions and curtains.","Biobased, Other naturals",Matte,0%,Closed,Medium,Soft,Warm,Moderate,None,Moderate,Good,Poor,Moderate,Medium,Moderate,Yes
https://materialdistrict.com/material/kirei-board/,Kirei Board,Other naturals,ONA053,Netherlands,Steward Design,"Kirei Board is an engineered panel product constructed from the stalks of the Sorghum plant grown around the world for food. The stalks left over after harvest are heat-pressed with a non-toxic adhesive to form lightweight, strong, unique Kirei Board.

Kirei Board is used for all interior architectural millwork applications, including: wall covering, ceilings, cabinetry, cabinet doors, furniture, retail displays, flooring, hotel/restaurant/casino

Kirei Manufacturing Kirei board is manufactured using KR Bond, a water-based polymer-isocyanate adhesive. Formaldehyde-free KR Bond does not contribute harmful Volatile Organic Compounds (VOCs) to the indoor atmosphere. Kirei Board is manufactured from Sorghum grown in Northern China. The factory is placed in the center of the agricultural area where the Sorghum used in its construction is grown. This reduces shipping time and energy, and brings a new source of revenue for the farmers of the region. The factory uses low-energy processes with minimal wastewater and air emissions.",Other naturals,Matte,0%,Open,Smooth,Hard,Warm,Moderate,None,Unknown,Moderate,Moderate,Good,Medium,Moderate,Yes
https://materialdistrict.com/material/kisho/,Kisho,Plastics,PLA892,Netherlands,Vyva Fabrics,"Kisho is a collection of project vinyl developed using a unique and exclusive technique that creates a refined dimensional appearance.

Made with a 100% recycled Hi-Loft backing, the Kisho collection offers materials that are suitable for upholstery of cushions, chairs, sofas, wall coverings, ceilings and fine furnishings.","Plastics, fabric, textile",Satin,0%,Closed,Medium,Soft,Medium,Poor,None,Good,Good,Good,Good,Medium,Good,No
https://materialdistrict.com/material/klimatec/,Klimatec,Glass,GLA246,Germany,Erfurt & Sohn KG,"Erfurt KlimaTec is an energy conserving interior insulation system.

Erfurt Thermopanel / thermal fleece forms a barrier between cold walls and the air contained in a room. Heat fluxes are regulated and useful thermal energy used efficiently. As a result, rooms heat up noticeably faster and save heating energy. The manufacturer claims that rooms can be heated up to 75% faster and with less energy.

Additionally, this material is breathable and therefore suited for the prevention of mold. Furthermore, it is sound absorbing (average absorption coefficient αw=0.2) and can be used for crack bridging.",Glass,Matte,0%,Closed,Coarse,Hard,Warm,Good,None,Good,Moderate,Poor,Good,Light,Moderate,No
https://materialdistrict.com/material/klp-greenmatter/,KLP-Greenmatter,Plastics,PLA1440,Netherlands,Greenmatter B.V.,"‘GreenMatter’ materials are recycled materials (no manufacturing waste) made from worn out artificial turf fields. The Greenmatter materials are UV resistant and have a life time circle of approximately 40 years. After end of life the material is 100% recyclable.

Delivery includes warranty statement raw materials and REACH statement.","Recycling, Plastics",Matte,0%,Closed,Medium,Hard,Medium,Moderate,None,Unknown,Good,Good,Good,Heavy,Moderate,No
https://materialdistrict.com/material/klp-recycled-panels/,KLP Recycled Panels,Plastics,PLA881,Netherlands,Lankhorst Recycling Products,"These recycled plastic cladding panels for exterior use were developed in cooperation with ANA Architects. Produced from recycled, polyolefin plastics, this material has the look of black tarred wood and the lifespan of plastic. Highly sustainable, KLP recycled panels will last decades. They are UV and weather resistant, do not rot, do not require maintenance, can be easily cleaned and can of course always be recycled again.

Due to the material’s properties, these exterior wall panels have a special appearance. The fibre structure gives depth to the façade panels, lending to its natural appearance. This is emphasised even more by the anthracite-black planks and the surface structure.

KLP exterior cladding panels can for instance be applied on office buildings, houses, sheds and garden partitions. The plastic facade panels are mounted by means of an aluminium H profile, which not only provides invisible fixing, but also allows for natural expansion and contraction.

The material can easily be sawn, drilled, planed, nailed, stapled and screwed.",Plastics,Matte,0%,Closed,Coarse,Hard,Warm,Moderate,None,Good,Good,Good,Good,Heavy,Good,No
https://materialdistrict.com/material/knitted-and-woven-3d-textiles/,3d textiles knitted and woven,Plastics,PLA486,Netherlands,Hybrids & Fusion,"3D Spacer & Cosmos are knitted and woven 3d textiles developed by Dutch fabric innovator Ferdinand Visser. 3D Spacer is made of polyester and polyurethane and is based on a 3d knitting technology while Cosmos is made of 100% tevira cs fibres.

These textiles are suitable for indoor applications and are most often used for seating applications (i.e. office chairs) and acoustic panels.",Plastics,Matte,0%,Open,Medium,Resilient,Warm,Good,None,Good,Moderate,Moderate,Good,Light,Moderate,No
https://materialdistrict.com/material/knitted-steel-fabric/,Knitted steel fabric,Metals,MET326,Switzerland,Swisstulle AG,"This knitted steel fabric consists of 95% steel and 5% Polyvinyl alcohol (PVOH). The material can be customised to be thin, but is also very strong, and the fabric doesn’t break or fall apart. It’s non-flammable (A1 according to DIN 4102), chemically inert and features excellent dampening properties.

The fabric has high shielding effectiveness, is washable, and easy to process. It provides a safe solution for protective garments, for instance for fire protection or supporting material.","Lightweight, Metals, fabric, steel",Satin,50-100%,Open,Medium,Soft,Cool,Poor,None,Good,Good,Moderate,Good,Light,Good,No
https://materialdistrict.com/material/knitted-walls/,Knitted Walls,Ceramics,CER022,Netherlands,Studio Muurbloem,"Gonnette Smits, a Studio Muurbloem designer, carried out research into various types of ceramic wall finish at in the European Ceramic Work Centre (EKCW, ‘s-Hertogenbosch, the Netherlands). Ceramic wall finishes are generally known for providing a hard sealed surface: what Smits was looking for was ways of using ceramics to give a wall tactile value. She therefore produced twelve units of knitted material on the theme ‘Knitted walls’. These pieces were prototypes, serving as a physical translation of an idea, but were capable of being manufactured to suit a particular program of requirements. In the designer’s own words: “ it seemed to me that it would create a fascinatingly poetic effect if the outer skin of a building looked as if it were knitted. It should be possible to play tricks with coloured threads and different stitches, for example to suggest a Norwegian sweater, so that the architecture could suggest a woollen sweater pulled on to protect the inside of the building”.",Ceramics,Glossy,0%,Closed,Coarse,Hard,Medium,Good,None,Good,Good,Good,Good,Medium,Good,No
https://materialdistrict.com/material/knoftex/,KNOFtex,Other naturals,ONA1104,Slovenia,KNOF SO.P.,"The material is made from 100% recycled mixed textiles, sourced from working clothes gathered locally, which are combined with organic glue. No additional colouring is added. It can be moulded into panels that are 2 cm thick and used as a sound barrier, sound insulation, and heat insulation on the wall and modular walls. It can also be used as a decorative wall panel. By sorting used textiles, Knof can achieve different colours and create various patterns.","Acoustic, Recycling, Other naturals, walls",Matte,0%,Closed,Variable,Soft,Medium,Good,None,Unknown,Unknown,Poor,Good,Light,Good,No
https://materialdistrict.com/material/knotty/,Knotty,Plastics,PLA1447,Netherlands,The New Raw,"Inspired by knitting techniques, The New Raw treats plastic waste as a continuous thread of material which folds, twists and loops to create an intriguing tactile surface that resembles textiles, and invites users to touch it.

The sculpted material texture, consisting of thick and seemingly soft knots, creates a tactile, permeable and load-bearing type of surface for outdoor and indoor furniture or other architectural applications. “Knitted patterns” that increase functionality by allowing water drainage and avoiding internal structures, can be upscaled and become ornaments and building units that embody a new digitally crafted materiality.

Knotty is a 3D printed texture that is crafted with recycled plastic waste and robots in Rotterdam.","Recycling, Plastics, 3D printing, additive manufacturing, plastic waste",Matte,0-50%,Open,Medium,Hard,Medium,Moderate,None,Unknown,Good,Good,Moderate,Medium,Moderate,No
https://materialdistrict.com/material/knoxout/,KNOxOUT,Coatings,COA105,Philippines,"Boysen(Pacific Paint PH, Inc.)","KNOxOUT is an air cleaning paint, using the CristalActiv photocatalytic technology. The ‘eco-active’ paint uses light energy to convert noxious gases into harmless substances. Ultrafine titanium dioxide (TiO2) absorbs energy from light and transforms ordinary water vapor into hydroxyl and peroxyl radicals at the surface of the TiO2. These free radicals become the reactive species that break down noxious air pollutants such as nitrogen oxides (NOx). A great advantage of this photocatalytic reaction is that the titanium dioxide is not consumed in the reaction, but is merely a catalyst that continuously generates free radicals as long as there is sufficient light, air and moisture. Not only does the photocatalysis break down the noxious air pollutants, the technology also provides KNOxOUT with self-cleaning, anti-bacterial and de-odorizing properties. The vehicle of the air cleaning paint is silicone. It can be applied where exterior durability requirements are demanding.",Coatings,Satin,0%,Open,Smooth,Hard,Medium,Poor,None,Unknown,Good,Good,Moderate,Light,Moderate,No
https://materialdistrict.com/material/ko-bol/,Ko-Bol,Metals,MET132,Belgium,KO & CO Benelux NV,"The Ko-Bol ball screens are available in three form variations: with round balls, with facet-cut balls and a combination of sticks and balls. Furthermore they are the three types of Ko-Bol which are distinguished by the size of the balls, weight and tensile strength. Finishes: nickel plated steel, nickel plated brass, brass, brass plated steel, stainless steel ( for wet environments), aluminum ( for wet environments), other plated steel finishes are available on request. Usage : Indoor ( all finishes ) / outdoor ( aluminum / stainless steel ) window/wall treatments, space dividers, architectural accents, lighting fixtures, stage backdrops and exhibition displays,",Metals,Glossy,0-50%,Closed,Smooth,Resilient,Medium,Moderate,None,Unknown,Good,Moderate,Good,Medium,Good,No
https://materialdistrict.com/material/ko-si-natural-fibres/,KO-SI natural fibres,Other naturals,ONA901,Slovenia,KO-SI d.o.o.,"The use of natural materials in the immediate human living environment improves living quality and has no direct adverse effects on the environment.

Natural fibres of plant and animal origin offer comfort and are pleasant to the touch. They are a more sustainable and healthier alternative to synthetic polymer fibres as they are electrostatically neutral, airy, naturally elastic, durable, renewable, and biodegradable.

At KO-SI, they use only the best natural fibres from renewable sources and turn them into high-quality products tailored to customers’ and users’ needs. Each carefully selected raw material gives fibres with unique properties that affect the distinguishing characteristics of the final product.

All KO-SI natural-fibre pads are available in sheets or rolls in various thicknesses and dimensions.

COIR Coir (coconut fibre) is an ideal component in the living environment. The fibres, located in a fleshy sheath between the solid inner shell and the outer sheath of the coconut, are of natural origin, electrostatically neutral, hypoallergenic, and do not irritate the mucous membranes, skin, and respiratory tract.

Coir contains enclosed air cells that give the fibres excellent insulating ability and resistance to mold and moisture. As it does not burden the environment, coir is an excellent alternative to synthetic polymer fibres.

SISAL Sisal pads are an ideal padding material for objects subjected to frequent heavier loads.

Sisal fibres are solid, have a lovely sheen, and are creamy-white or light yellowish in color. Sisal fibres are an excellent moisture regulator and have the highest elongation value among natural plant fibres. They are very durable, so they provide strength and support to the final product.

The natural antistatic properties of sisal fibres contribute to greater comfort and well-being, which prevents discomfort often present with synthetic fibre products.

LYOCELL Lyocell fibres define a new standard of sustainability and natural comfort. Regenerated cellulose fibres of botanic origin are known for their softness and environmentally responsible production process.

Lyocell is very soft yet durable and strong. It is gentle on the skin, breathable, and a good moisture regulator.

Due to the unique physical properties of the fibre, lyocell is a great padding material for products, where good thermo-physiological properties of textiles are required. As they are hypoallergenic, lyocell fibres are especially suitable for people with allergies or sensitive mucous membranes.

WOOL Sheep wool is widespread natural material in the human environment. Its curly structure gives it a lot of airiness and softness. Because of its natural elasticity, it returns to its original state after pressure.

KO-SI wool pads are soft and an outstanding heat and moisture regulators. The material warms in winter and provides a pleasant feeling in summer, as it absorbs up to 35% water of its weight while still being dry to the touch.

Because wool is naturally antistatic and absorbs unpleasant odours, KO-SI wool pads are an excellent top layer in any mattress or upholstered furniture. As a biodegradable, non-toxic, and excellent thermoregulatory material, wool is also an excellent mulch for vegetables or a component in building insulation.","Biobased, Biodegradable, Other naturals",Variable,0-50%,Open,Variable,Soft,Warm,Good,Moderate,Moderate,Moderate,Moderate,Moderate,Light,Moderate,Yes
https://materialdistrict.com/material/kollamat/,Kollamat,Other naturals,ONA058,Germany,Bader GmbH & Co.KG,"The Bader brand is known for its premium leather equipment of cars. Only leather is used which does not show any natural remarks such as crinkles and disruptions. The other leather surfaces which do have these characteristics are the basic materials for Kollamat; biopolymers extracted from the leather production are added.

With the environment in mind, Bader created this compound-material Kollamat based on leather materials which can be used for all conventional methods of proceeding PVC materials. Leather typical characteristics such as the comfortable feel and natural optics are also features of the Kollamat system besides the technical advantages.

Kollamat has characteristics which are typical for leather: – Comfortable, warm feel. – Lively surfaces – High quality image – Good heat and acoustic insulation – Good regulation of humidity – Warm, natural colourings – Flavour and smell of genuine leather

Kollamat has important technical advantages: – Very short time cycles – Low clamping force – Low shrinkage – Low energy theorem

Kallomat is ideal for a variety of applications, for example: – Injection moulded components with high quality feel and optics similar to leather – Press forming parts",Other naturals,Satin,0%,Open,Smooth,Soft,Warm,Moderate,Moderate,Unknown,Good,Good,Moderate,Light,Moderate,Yes
https://materialdistrict.com/material/komanda/,Komanda,Plastics,PLA593,Germany,Norafin Industries (Germany) GmbH,"Komanda is a durable spunlace nonwoven characterized by lightweight, strong and breathable material applied in thermal clothing. Further features of it are the durability to washing (at least 50 industrial launderings without loss in performance) softness & drabability) the superior abrasion resistance, the high tensile and tear strength.

Komanda is a arc flash protective clothing perfect also for firefighters turn out gears or military uniforms.",Plastics,Satin,0%,Open,Smooth,Soft,Warm,Moderate,None,Good,Good,Good,Good,Light,Good,No
https://materialdistrict.com/material/komon-natura-righe-nude-lava-alfa-nuda/,Decorated Lava Stone,Natural stones,NST076,Italy,Made a Mano Italia,"This series aim to highlight the beauty of a lava stone as it is in its natural, naked state. Lava stone has a high mechanical resistance and a high thermal bridge resistance like that of granite. Lava stone is therefore suitable for indoor and outdoor uses.

Komon Natura – Komon decoration but with the natural colour of lava stone in the background, it looks like the decoration comes naturally with the material.

Righe – Featuring a geometric pattern made with mechanical cuts, Righe is suitable for places where there is a need for surface drainage, shower plates or outdoor foot paths for example.

Nude Lava – Simply a naked lava stone, it comes in all shapes and sizes for any use.",Natural stones,Variable,0%,Closed,Medium,Hard,Medium,Poor,None,Good,Good,Good,Good,Heavy,Good,No
https://materialdistrict.com/material/komon-new-decoration-fatti-mano-novecento-alfa/,Freehand drawing,Coatings,COA142,Italy,Made a Mano Italia,"This series, featuring cotto and lava stone from the Etna Volcano, is available in several shapes and sizes and is distinguished by its different types of production techniques and decoration. Production techniques include freehand drawing and hand printing.

Freehand drawing, the most complex and difficult technique, involves freehand drawing the decoration by hand using only a pencil and then filling it with colour by brush. Hand printing – or mask technique – is similar to silk-screen printing, but it uses a mask that reproduces a design onto the object on which it is placed. Colours are applied with brushes.

A number of different decoration types are also available. Komon, for example, features the flavour of Asian decorative patterns. New Decoration is made on the basis of specific requests from the designer or client. Fatti a Mano reflects new and traditional decorating patterns. Novecent, with its Mediterranean decorations, features patterns and colours typical of the beginning of the 20 th century.",Coatings,Variable,0%,Closed,Variable,Hard,Medium,Poor,None,Good,Good,Good,Good,Heavy,Good,No
https://materialdistrict.com/material/komon-tattoo-lava-stone-etna-volcano/,Silk screen printed lava stone,Natural stones,NST075,Italy,Made a Mano Italia,"Komon Tattoo features a “touch and feel” pattern created by a hand silk screen printing technique. Because the pigments used – being little metal grains – are not soluble in water, the result is a material with excellent anti-slip properties and beautiful surface finish.

The maximum achievable size is 80×80 cm.",Natural stones,Variable,0%,Closed,Medium,Hard,Medium,Poor,None,Good,Good,Good,Good,Heavy,Good,No
https://materialdistrict.com/material/koraflex/,Koraflex,Metals,MET205,Austria,Wienerberger,"Koraflex is a flexible double-sided coated aluminium material with a full adhesive butyl backing layer covering the back. The material is 100 % UV resistant. It is meant to replace lead used on your roof. It is fully recyclable and that can perfectly conform to the shape of the roof underlay.It can be used with upright masonry as well as between buildings, around chimneys, skylights and dormers. Its honeycomb structure guarantees a perfect connection to all tile shapes. – Less sensitive to expansion. – No chemical leaching. – Easy to work with and not subjected to leaching onto the roof. – Available in several different colours and widths. – 100% UV-resistant. – 100% recyclable.",Metals,Matte,0%,Open,Medium,Resilient,Cool,Poor,None,Unknown,Good,Good,Moderate,Medium,Good,No
https://materialdistrict.com/material/koroseal/,Koroseal,Plastics,PLA143,United States,RJF International,"Koroseal manufactures engineered polymer products including wallcoverings, protective linings, flooring and door weatherstripping seals. The vinyl wallcoverings all have patterns that are manufactured with water based inks, KoroKlear topcoats, the early warning effect*, and are Cadmium free. The wallpapers are suitable for high-traffic areas and may also be used in spaces with strict fire regulations. * The early warning effect of Koroseal ensures ion-based fire-detection systems are activated as soon as the wallpaper is heated to more than 300 degrees Fahrenheit. At this temperature the wallpaper will release an odorless and colourless vapor activating ionization smoke detectors.

Photo 2 Koroseal Gridlock Photo 3 Koroseal Esquire Photo 4 Koroseal Watermark",Plastics,Satin,0%,Open,Medium,Hard,Medium,Moderate,None,Good,Moderate,Moderate,Good,Medium,Moderate,No
https://materialdistrict.com/material/koskilaser/,Koskilaser,Wood,WOO164,Finland,Koskisen Oy,"KoskiLaser eco transparent is a panel with a coloured translucent surface. The panel is made of Finnish birch plywood with improved face and core veneers. Both sides of the board are coated with a coloured translucent lacquer and additionally overlaid with a durable transparent melamine film. Because of the hardwearing and crack resistant clear melamine surface it provides a smooth and superior surface. The panels are suitable for furniture, joinery industries, interior cladding, fittings for kitchens, offices and shops. Customization of the panel thickness as well as color is available.",Wood,Satin,0%,Open,Smooth,Hard,Warm,Poor,None,Moderate,Moderate,Moderate,Good,Medium,Good,Yes
https://materialdistrict.com/material/koskisound/,Koskisound,Wood,WOO163,Finland,Koskisen Oy,"KoskiSound is a Finnish birch plywood with good sound reduction properties. It has a sound barrier in the middle of the board. The ethylene vinyl acetate EVA-based 3 mm thick sound-insulating material is primarily intended for insulation of air-borne sound, but has also some structure-borne sound damping properties, especially at low temperatures. It is available in 8 x 4 ft (1.22 x 2.44 m) sheets, 10 mm (0.4 in) thick and may be coated with non-slip coatings. KoskiSound is suitable for exterior and interior uses. Applications can be for sheet material for transport vehicle floors, shipbuilding and sound reduction boards.",Wood,Matte,0%,Open,Smooth,Hard,Warm,Good,None,Moderate,Moderate,Moderate,Moderate,Medium,Moderate,Yes
https://materialdistrict.com/material/koukoutsi/,Koukoutsi,Other naturals,ONA1023,Greece,Koukos de Lab,"Koukos de Lab developed the idea for a new material deriving from the final waste of the olive – a product massively found on the island of Lesvos. The Koukoutsi material can be used to manufacture furniture, objects and to coat surfaces and spaces, small or large, such as floors, walls and doors. Its durability, water resistance and easy application make it the perfect choice for indoor and outdoor spaces.

The material’s basic ingredients – the olive pip and the olive core – showcase various features in their primary form, prior to processing. The olive pip is solid, hard and comes in light hues, while the core is dark brown and can be easily cut. It can be crumbled up even with bare hands.

Koukoutsi consists of 80% of the final waste of olive oil production, now repurposed as a manufacturing material. The final result can be delivered either in matte or a glossier form.

You can download a 3Ds max file here , to use this material in your renders.

​","Biobased, Other naturals, olives, waste",Variable,0%,Closed,Smooth,Hard,Medium,Poor,None,Unknown,Unknown,Moderate,Good,Medium,Moderate,Yes
