name,url,source,functions,application,notes,model,prompt_tokens,completion_tokens
,https://materialdistrict.com/material/nichestones/,stone,produce-decor; carve-art; emboss-decor,indoor decorative wall panels,External knowledge about decorative applications of stone was used.,gpt-4o-mini,704,61
,https://materialdistrict.com/material/nickel-copper-ripstop-fabric/,Copper,provide-shielding; offer-corrosion resistance; enable-conductivity,electromagnetic shielding drapes,External knowledge about electromagnetic shielding applications was used.,gpt-4o-mini,737,63
,https://materialdistrict.com/material/nidaplast/,polypropylene,reduce CO2 emissions; provide thermal insulation; offer sound insulation; enable lightweight construction; support lamination,lightweight sandwich panels for construction,External knowledge about sandwich panels and their applications was used.,gpt-4o-mini,879,76
,https://materialdistrict.com/material/niemann-high-gloss-laminate/,PUR-based coating,provide non-slip finish; ensure antibacterial properties; allow easy cleaning,non-slip kitchen countertops,External knowledge used to identify application based on the description of the coating's properties.,gpt-4o-mini,706,68
,https://materialdistrict.com/material/nina-led-wallpaper/,Wallpaper,provide-ambient lighting; create-aesthetic quality; serve-spatial marker,decorative wall covering with integrated lighting,External knowledge about LED wallpaper applications was used.,gpt-4o-mini,786,64
,https://materialdistrict.com/material/nipa-hut-envi-slat/,teak wood,create panels; provide texture; offer eco-friendliness; enable easy installation,interior wall cladding panels,External knowledge about wood applications in interior design was used.,gpt-4o-mini,758,70
,https://materialdistrict.com/material/no-waste-tracks/,oak wood,visualize-sustainable goals; modular-design; sand-top layer; lay-floating,modular floor tiles for sustainable design,External knowledge used to define application based on the context of sustainable flooring.,gpt-4o-mini,793,74
,https://materialdistrict.com/material/nobelwood-equal-weathering/,pine wood,imitate appearance; weathered look; provide maintenance-free finish,outdoor furniture with weathered appearance,External knowledge about wood applications and coatings was used.,gpt-4o-mini,804,64
,https://materialdistrict.com/material/nobelwood/,softwood,improve-durability; provide-fire-resistance; reduce-maintenance; enhance-aesthetic,fire-resistant cladding system,External knowledge about fire safety and cladding systems was used.,gpt-4o-mini,1230,73
,https://materialdistrict.com/material/noeplast/,concrete,create-surface; maintain-properties; allow-designs,specialized concrete structures,External knowledge about concrete applications was used.,gpt-4o-mini,691,58
,https://materialdistrict.com/material/noir-thermodified-wood/,thermodified wood,provide cladding; offer durability; enable blind fastening,façade cladding system,External knowledge about façade applications was used.,gpt-4o-mini,1039,60
,https://materialdistrict.com/material/nomex-decore/,aramid fibre,provide structural rigidity; reduce weight; increase elasticity,interior fittings for yachts,External knowledge about lightweight marine materials was used.,gpt-4o-mini,895,59
,https://materialdistrict.com/material/non-woven-basalt-fabric/,Basalt fiber,provide insulation; maintain strength; reduce vibration; absorb sound; resist fire,fire protection material in high-rise buildings,External knowledge about basalt fiber applications was used.,gpt-4o-mini,875,73
,https://materialdistrict.com/material/non-woven-interlinings/,polyester fibers,insert-fabric; fix-fabric; shape-garment; supple-garment,interlining for garment construction,External knowledge about garment construction was used.,gpt-4o-mini,754,69
,https://materialdistrict.com/material/nonwovens/,organic materials,dye-noun; create-noun; embody-noun,unique interior decoration textiles,The application is derived from the description of the textiles being used for interior decoration.,gpt-4o-mini,908,68
,https://materialdistrict.com/material/nordic-form/,copper,create-nonload bearing surfaces; modulate-texture; provide-transparency; resist-weather conditions,architectural cladding and space dividers,External knowledge about copper's properties and uses in architecture was used.,gpt-4o-mini,741,78
,https://materialdistrict.com/material/nova-sturgeon-leather/,sturgeon leather,minimize-environmental impact; inspire-creations; provide-uniqueness,luxury fashion accessories,"The application is inferred from the unique properties and prestige associated with sturgeon leather, commonly used in high-end fashion.",gpt-4o-mini,798,80
,https://materialdistrict.com/material/novibrick-stone-strip-system/,stone strips,provide-facade cladding; mount-mechanically; reduce-material loss; clamp-structure,demountable facade cladding system,External knowledge about facade systems and construction materials was used.,gpt-4o-mini,871,75
,https://materialdistrict.com/material/novifil-plm20/,Miscanthus plant fibres,modify-transparency; tint-mass; enable-3D printing,3D printed objects with variable transparency,External knowledge about 3D printing applications was used.,gpt-4o-mini,810,70
,https://materialdistrict.com/material/novijec-plm20/,Miscanthus plant fibers,provide strength; enhance aesthetics; enable injection moulding,injection moulded consumer products,External knowledge about injection moulding processes was used.,gpt-4o-mini,758,65
,https://materialdistrict.com/material/novofibre-ossb-panel/,wheat straw,lower impact; ensure stability; provide UV-resistance; ensure low-maintenance; offer heat resistance; provide dimensional stability,sound-absorbing surface panels,External knowledge about sound-absorbing surfaces was used.,gpt-4o-mini,854,82
,https://materialdistrict.com/material/noxite/,titanium dioxide,convert-NOx; neutralise-pollutant; purify-air,air-purifying roofing membrane,External knowledge about air purification technology was used.,gpt-4o-mini,970,66
,https://materialdistrict.com/material/npsp-composites/,fibre-reinforced plastics,manufacture-products; combine-durable materials; recycle-materials; burn-waste,biobased composite components for automotive interiors,External knowledge about biobased composites and their applications in automotive design was used.,gpt-4o-mini,767,82
,https://materialdistrict.com/material/nrp/,PU,combine-substrate; provide-abrasion resistance; offer-flexibility; ensure-lightweight; resist-hydrolysis,customized molded components,External knowledge about molded PU applications was used.,gpt-4o-mini,730,74
,https://materialdistrict.com/material/nuatan/,bioplastic,biodegrade-90 days; withstand-high temperatures; form-injection moulding; form-3D printing,disposable straws and single-use bags,External knowledge about bioplastics and their applications was used.,gpt-4o-mini,842,80
,https://materialdistrict.com/material/nursa-alva/,wool,provide warmth; offer comfort; enhance aesthetics,"gentle, snuggy carpet",External knowledge used to define the application as a carpet.,gpt-4o-mini,767,61
,https://materialdistrict.com/material/nuvi-creta/,Champagne chalk,provide-durability; offer-sustainability; enable-dyeing,coated textile for interior design,External knowledge about coated textiles and their applications was used.,gpt-4o-mini,834,67
,https://materialdistrict.com/material/nxt-brick/,recycled mineral waste,reduce energy demand; absorb carbon dioxide; support façade work,masonry unit for building construction,External knowledge about masonry applications was used.,gpt-4o-mini,1015,63
,https://materialdistrict.com/material/o-pur/,matrix code,identify-product; authenticate-product; mark-anti-counterfeit; integrate-production; verify-offline-online,product authentication system for packaging,External knowledge about anti-counterfeit systems was used.,gpt-4o-mini,785,74
,https://materialdistrict.com/material/oberflex/,wood veneer,offer-decorative solutions; combine-innovation; provide-technical solutions,laminate wall panels for interior design,External knowledge about wood veneer applications was used.,gpt-4o-mini,686,65
,https://materialdistrict.com/material/obex/,Plastics,offer-matting; remove-dirt; allow-drainage; protect-floor,entrance matting system for high traffic areas,The application is derived from the description of the matting system's use in reception and circulation areas.,gpt-4o-mini,1138,82
,https://materialdistrict.com/material/objectile/,Wood,create-panel; customize-design; apply-finish,decorative wall panels,The application of decorative wall panels is explicitly mentioned in the text.,gpt-4o-mini,834,61
,https://materialdistrict.com/material/obomodulan/,polyurethane,retain-product qualities; manufacture-checking fixtures; create-test units,model and tool making,External knowledge about polyurethane applications in model making was used.,gpt-4o-mini,818,63
,https://materialdistrict.com/material/ocean-articulated/,salt,load-bearing material; recyclable object; water dissoluble paste; additive manufacturing,structural stools and tiles,The application is derived from the description of objects produced using the material.,gpt-4o-mini,1116,72
,https://materialdistrict.com/material/oceanic/,recycled plastic,combat pollution; achieve waste-free environment; create durable textile; enhance interior design,upholstery for modern interiors,External knowledge about recycled textiles and interior design applications was used.,gpt-4o-mini,1015,73
,https://materialdistrict.com/material/oceanside-glasstile/,glass,reduce energy use; resist freeze and thaw; provide high breaking strength; offer chemical resistance,mosaic tile installations for indoor and outdoor use,External knowledge about mosaic tiles and their applications was used.,gpt-4o-mini,841,74
,https://materialdistrict.com/material/ocragela/,gelatin,create-textile; customise-leather-like; customise-rubber-like; customise-plastic-like; provide-water-repellent,biodegradable textile material,External knowledge about biodegradable textiles was used.,gpt-4o-mini,993,79
,https://materialdistrict.com/material/octolux-spektre/,decorative metals,engraving-patterns; reflective-appearance; scaling-patterns; tiling-areas,illuminated wall or ceiling,External knowledge about decorative applications of metals was used.,gpt-4o-mini,766,73
,https://materialdistrict.com/material/odour-absorbing-fabric/,activated carbon,absorb-odours; washable-fabric,anti-odour footwear lining,External knowledge was used to specify the application as a common use for odour absorbing fabrics.,gpt-4o-mini,745,67
,https://materialdistrict.com/material/oer-tiles/,iron sludge,produce-noun; color-noun; develop-noun,decorative wall tiles for sustainable architecture,External knowledge about the use of iron sludge in ceramics was used.,gpt-4o-mini,865,66
,https://materialdistrict.com/material/oesterplat/,oyster shells,filter-water; show-shine; create-tiles,decorative wall tiles,The application of decorative wall tiles is derived from the description of the Oesterplat tile collection.,gpt-4o-mini,818,69
,https://materialdistrict.com/material/off-the-wall/,acrylic sheets,form-shelves; form-lamp shades; decorate-wallpaper,3-dimensional wallpaper with integrated shelves and lamp shades,External knowledge about the function of acrylic sheets used in design was applied.,gpt-4o-mini,760,72
,https://materialdistrict.com/material/okagel/,Aerogel,provide-thermal insulation; enable-light distribution; reduce-thermal transition; prevent-convection; stop-thermal conduction,insulating glass system for buildings,External knowledge about aerogel properties and applications was used.,gpt-4o-mini,956,78
,https://materialdistrict.com/material/okatech-2/,glass,insulate-light; disperse-light; protect-sun; offer-view,insulating glass with metal insert,The application is derived from the description of the material's properties and functions.,gpt-4o-mini,791,72
,https://materialdistrict.com/material/okavanga/,Wood,provide flooring; create aesthetic; offer durability,natural oiled wooden flooring,External knowledge on wooden flooring applications was used.,gpt-4o-mini,679,56
,https://materialdistrict.com/material/okite-collection/,quartz,maintain-natural characteristics; provide-surface durability; offer-aesthetic appeal,kitchen countertops,"The application is derived from the description of the material's use in kitchens, which is a specific and practical use-case.",gpt-4o-mini,713,76
,https://materialdistrict.com/material/old-boat-wood-mosaic/,wood,provide aesthetic; offer durability; resist corrosion; prevent insect damage; ensure waterproofing,mosaic wall panels for interior design,The application is derived from the description of the mosaic wall panels made from reclaimed wood.,gpt-4o-mini,722,79
,https://materialdistrict.com/material/old-bricks/,bricks,minimise-CO2 emissions; provide-character; match-existing walls,building renovation projects with rustic aesthetics,External knowledge about sustainable building practices was used.,gpt-4o-mini,841,63
,https://materialdistrict.com/material/old-saddle/,leather,breathes; is warm; is water-resistant; is oil-resistant; reproduces antique finish,high-end leather goods and furniture,The application is explicitly mentioned in the text.,gpt-4o-mini,997,74
,https://materialdistrict.com/material/old-world/,European oak,provide-protective seal; maintain-texture; vary-surface; characterize-authentic flooring,handcrafted engineered wood flooring,External knowledge about wood flooring applications was used.,gpt-4o-mini,774,71
,https://materialdistrict.com/material/olfactive/,Plastics,trap-odours; neutralise-odours; absorb-odours; cover-walls,self-adhesive wall covering material,External knowledge about odour-neutralizing wall coverings was used.,gpt-4o-mini,896,78
,https://materialdistrict.com/material/ombrae-system/,optical tiles,reflect-light; sculpt-image; transform-surface,dynamic image display on building facade,External knowledge about optical tiles and their applications in architecture was used.,gpt-4o-mini,803,65
,https://materialdistrict.com/material/omo-niha-coco-stone-grain/,coconut waste,create-wall coverings; provide-3D effect; offer-irregular texture; enable-easy installation,eco-friendly wall panels,External knowledge about sustainable materials was used.,gpt-4o-mini,947,69
,https://materialdistrict.com/material/ondo/,Trevira CS polyester yarn,reduce sound; absorb sound; improve comfort; enhance aesthetics,acoustic panels and decorative wall coverings,External knowledge about acoustic panels and wall coverings was used.,gpt-4o-mini,794,73
,https://materialdistrict.com/material/onduclair/,polyester resin,reinforce-sheet; provide-resistance; transmit-light; facilitate-installation,daylight-transmitting roof panels,External knowledge about rooflight applications was used.,gpt-4o-mini,783,70
,https://materialdistrict.com/material/one-dna-artificial-grass/,polyethylene,simplify-recycling; reduce-carbon emissions; enhance-quality; meet-safety standards; provide-durable surface,eco-friendly play surface for children,External knowledge on artificial grass applications and sustainability was used.,gpt-4o-mini,1100,78
,https://materialdistrict.com/material/one-yard-of-paint/,Plastic,print-surface; adapt-surface; create-pattern,custom wall coverings,The application of custom wall coverings is derived from the text describing the intended use of the printed surfaces.,gpt-4o-mini,783,67
,https://materialdistrict.com/material/onyx-hpl-by-forner/,recycled paper/wooden mash,provide strength; offer impact resistance; ensure scratch resistance; allow easy removal of micro scratches; retain vibrant hues; guarantee durability,kitchen countertops and wall panels,External knowledge used to specify application based on common uses of HPL.,gpt-4o-mini,840,92
,https://materialdistrict.com/material/onyx-solar-thin-film/,glass,generate energy; cool space; maximize light entry,building integrated photovoltaic glazing,External knowledge on photovoltaic technology was used.,gpt-4o-mini,866,55
,https://materialdistrict.com/material/opt-alpha-gel/,silicone gel,optimize-contrast; improve-luminescence; decrease-reflection; enhance-shock resistance; release-stress,LCD display enhancement,External knowledge about LCD technology was used to determine the application.,gpt-4o-mini,761,81
,https://materialdistrict.com/material/optical-micro-prisms/,acrylic,light guiding; de-glaring,office lighting fixtures,External knowledge about lighting applications was used.,gpt-4o-mini,766,51
,https://materialdistrict.com/material/opto4d/,polyamide,provide-depth-effect; resist-abrasion; withstand-UV-light; allow-outdoor-use; enable-printing,decorative lighting lampshades,External knowledge about decorative uses of materials was used.,gpt-4o-mini,860,79
,https://materialdistrict.com/material/opulent-wall-covering/,Plastics,provide insulation; enhance acoustics; create 3D effect,decorative wall panels,External knowledge about wall coverings and their applications was used.,gpt-4o-mini,744,64
,https://materialdistrict.com/material/opus-romano/,Glass,provide aesthetic; resist wear; enable customization,mosaic tile flooring in public spaces,External knowledge about glass tiles and their applications in public environments was used.,gpt-4o-mini,778,64
,https://materialdistrict.com/material/orange-fiber/,citrus textile,nourish-skin; provide-softness; offer-lightweight; allow-opacity; enable-shininess,silk-like clothing made from citrus byproducts,The application is derived from the material's properties and production process described in the row.,gpt-4o-mini,814,88
,https://materialdistrict.com/material/orb-organic-refuse-biocompound/,organic refuse biocompound,convert-waste; create-sheets; mould-products; replace-wood-based materials; maintain-breathability,dry lining for interior construction,External knowledge about biocompounds and their applications in construction was used.,gpt-4o-mini,1140,86
,https://materialdistrict.com/material/orca-270/,Polyester High Tenacity,provide strength; resist weather; enable flexibility,inflatable flooring for recreational use,External knowledge about inflatable structures was used.,gpt-4o-mini,735,61
,https://materialdistrict.com/material/orca-t-fabrics/,polyester,provide durability; offer weather resistance; ensure UV protection,outdoor signage material,Application inferred from the material's weather and UV resistance properties.,gpt-4o-mini,701,61
,https://materialdistrict.com/material/orca-tech-290-foamed/,Polyurethane Foam,insulate-surface; coat-fabric; protect-structure,insulated outdoor fabric cover,External knowledge about the use of polyurethane foam for insulation and protective coverings was used.,gpt-4o-mini,730,69
,https://materialdistrict.com/material/organic-blocks/,cork,moulding-technology; mass-pigmentation; cutting-pieces,decorative wall panels,External knowledge about cork applications was used.,gpt-4o-mini,752,62
,https://materialdistrict.com/material/organic-cotton/,cotton,provide softness; enable breathability; allow moisture absorption,organic fabric for clothing,External knowledge about organic cotton applications was used.,gpt-4o-mini,768,58
,https://materialdistrict.com/material/organic-line-of-decos-and-liners/,glass,change color; enclose designs; blend with materials,decorative wall cladding,External knowledge about decorative applications of glass was used.,gpt-4o-mini,816,59
,https://materialdistrict.com/material/organic-linen/,flax,provide-fibre; ensure-sustainability; minimize-waste,organic fabric for clothing,External knowledge about organic linen applications was used.,gpt-4o-mini,754,61
,https://materialdistrict.com/material/organic-photovoltaic-opv/,Organic Photovoltaic,convert-light; adapt-shape; absorb-light,flexible solar panels for various surfaces,External knowledge about solar technology was used to determine the application.,gpt-4o-mini,869,66
,https://materialdistrict.com/material/organoid-carpe-diem/,flax fleece,regulate temperature; cancel noise; regulate moisture; support indoor climate,natural wallpaper for interior design,External knowledge about natural wallpapers and their properties was used.,gpt-4o-mini,1084,68
,https://materialdistrict.com/material/organoid-kornblume-blau/,cornflower petals,create-surface; induce-calm; regulate-temperature; cancel-noise; regulate-moisture,decorative wallpaper for interior design,External knowledge about wallpaper applications was used.,gpt-4o-mini,1043,76
,https://materialdistrict.com/material/organoid-moos-mix/,moss,regulating-moisture; improving-indoor climate; providing-freshness; creating-natural design,decorative wallpaper for interior spaces,Application inferred from the description of uses in interior design.,gpt-4o-mini,1037,76
,https://materialdistrict.com/material/organoid-skelettblatter/,rubber tree leaves,create-lightness; provide-privacy; enhance-aesthetics; adhere-to-surfaces,decorative wall covering with light effects,External knowledge about the use of translucent materials in interior design was used.,gpt-4o-mini,1049,79
,https://materialdistrict.com/material/organoid-wildspitze-gold/,Alpine hay,create-surface; provide-fragrance; enhance-aesthetics; support-sustainability,decorative wallpaper for interior design,The application is derived from the description of the material's use in interior spaces as wallpaper.,gpt-4o-mini,1020,80
,https://materialdistrict.com/material/organza-with-latex/,organza,create-objects; design-three-dimensions; allow-colors-to-play; produce-bright-colours,three-dimensional silk paintings,Used external knowledge about silk applications and design.,gpt-4o-mini,845,71
,https://materialdistrict.com/material/origins/,recycled polyethylene,minimize waste; provide decoration; create unique patterns,restroom and shower partitions,External knowledge about the use of recycled polyethylene in decorative applications was used.,gpt-4o-mini,842,65
,https://materialdistrict.com/material/orimetric/,polymer,shock absorption; sound absorption; expandable structure; collapsible form; shape memory,foldable sound-absorbing panels,External knowledge of origami principles and sound absorption applications was used.,gpt-4o-mini,864,75
,https://materialdistrict.com/material/ornilux-bird-protection-glass/,glass,reflective-coating; transparent-characteristics; energy-efficiency; bird-strike-protection,bird-safe window glazing,External knowledge about bird visibility and collision prevention was used.,gpt-4o-mini,846,69
,https://materialdistrict.com/material/oro-collection/,quartz,provide-elegance; offer-durability; enhance-aesthetics,countertops and vanity tops,External knowledge about common applications of quartz surfaces was used.,gpt-4o-mini,791,66
,https://materialdistrict.com/material/oscuro/,paper,create-carpet; treat-surface; provide-acoustics,natural fiber carpet for interior spaces,External knowledge about carpets made from natural materials was used.,gpt-4o-mini,757,64
,https://materialdistrict.com/material/osis-technique/,salt,draw-water; absorb-liquid; create-patterns,decorative wood treatment,The application of salt's osmosis effects on wood for aesthetic purposes is derived from the text.,gpt-4o-mini,926,67
,https://materialdistrict.com/material/ostrich-leather-2/,Ostrich Leather,provide softness; offer flexibility; ensure durability; prevent cracking,luxurious handbags and accessories,External knowledge about ostrich leather's common applications was used.,gpt-4o-mini,742,67
,https://materialdistrict.com/material/ostrich-leather/,Ostrich Leather,enhance-flexibility; preserve-texture; provide-aesthetic,luxury handbags and accessories,The application is derived from the material's properties and common uses in fashion.,gpt-4o-mini,753,70
,https://materialdistrict.com/material/ott-natural-resin-lacquer-porcelain/,natural resin,glaze-noun; evaporate-verb; recycle-verb; reuse-verb,domestic ceramic objects,"The application is derived from the text discussing the use of Ott as an alternative glazing for ceramics, emphasizing its role in recycling and re-production.",gpt-4o-mini,951,88
,https://materialdistrict.com/material/ottan-materials/,organic waste,upcycle-noun; cover-noun; support-noun,eco-friendly kitchen worktops,The application is derived from the text mentioning worktop-specific materials.,gpt-4o-mini,865,65
,https://materialdistrict.com/material/ourcarbon-black/,organic waste,sequester-carbon; reduce-emissions; colorant-pigment,black pigment for 3D printing filament,External knowledge about the use of pigments in 3D printing was used.,gpt-4o-mini,932,72
,https://materialdistrict.com/material/ourcarbon/,organic waste,sequester-carbon; neutralize-footprint; divert-landfill,carbon neutral structural concrete,External knowledge about carbon neutral construction was used.,gpt-4o-mini,835,62
,https://materialdistrict.com/material/outdoor-carpet-tiles/,concrete,create-pattern; form-pavement; provide-durability; resist-weather,pavement tiles for outdoor spaces,External knowledge about concrete applications was used.,gpt-4o-mini,733,68
,https://materialdistrict.com/material/outdoor-fabric/,polyester PVC coated mesh,provide shade; resist wind; offer flame retardancy,marine boat windscreen mesh,External knowledge about marine applications was used.,gpt-4o-mini,577,62
,https://materialdistrict.com/material/outdoor-hemp-fabric/,hemp,filter-UV rays; resist-weather conditions; protect-climate exposure; provide-transpiration capacity,outdoor furniture upholstery,The application is derived from the fabric's properties and intended use for outdoor living spaces.,gpt-4o-mini,1023,78
,https://materialdistrict.com/material/ovatta/,Wood,create-bespoke interiors; customize-furniture; affect-mood; combine-colours; tailor-design,floor-to-ceiling wall closet,The application is derived from the text discussing customized furniture and interior solutions.,gpt-4o-mini,926,81
,https://materialdistrict.com/material/oxydum/,metal,control-oxidation; create-timeless shapes; enhance-style,decorative architectural elements,External knowledge about metal applications in architecture was used.,gpt-4o-mini,699,62
,https://materialdistrict.com/material/oz-wall-of-light/,wool felt,absorb-sound; resist-fire; transmit-light,translucent indoor wall panel,External knowledge about wall panels was used to define the application.,gpt-4o-mini,728,66
,https://materialdistrict.com/material/ozeon-facade-panels/,pressed mineral wool panel,provide lightweight panels; apply real metal surface; engineer environmentally friendly design; create metal appearance,exterior façade cladding,The application is derived from the text mentioning the use of panels for exterior façades.,gpt-4o-mini,1003,79
,https://materialdistrict.com/material/packon-classic/,biobased and biodegradable packaging foil,offer-transparency; ensure-integration; provide-smooth texture; maintain-rigid structure,heat-sealable packaging bags,"The application is derived from the description of the material's use in packaging, specifically for bags.",gpt-4o-mini,694,84
,https://materialdistrict.com/material/packon-shrink/,biobased heat-shrink film,provide sustainable packaging; shrink around products; offer high-quality finish,biodegradable packaging for consumer goods,External knowledge about biodegradable packaging applications was used.,gpt-4o-mini,707,69
,https://materialdistrict.com/material/padded-wall-tile/,rubber,decorate-wall; provide-cushioning; maintain-ease,decorative wall tiles,External knowledge used to define application as a specific product.,gpt-4o-mini,731,63
,https://materialdistrict.com/material/palazzo-collection/,clay,enrich-nature; result-designs,waterstruck ceramic brick,The application is derived from the description of the material as a specific type of brick.,gpt-4o-mini,548,63
,https://materialdistrict.com/material/palm-fibre-packaging/,palm fibre,decompose-packaging; renewable-material; compostable-packaging,disposable food packaging,The application is derived from the text describing the use of palm fibre for food packaging.,gpt-4o-mini,829,71
,https://materialdistrict.com/material/palm-panels/,coconut shell,secure-noun; provide-noun; create-noun; fill-noun,interior wall cladding,The application is derived from the text mentioning various interior applications for the panels.,gpt-4o-mini,878,73
,https://materialdistrict.com/material/palm-veneer/,palm husks,transform-nature; reduce-emissions; support-local-market; empower-workers; contribute-soil-fertility,sustainable interior paneling,External knowledge about sustainable materials and interior design was used.,gpt-4o-mini,968,80
,https://materialdistrict.com/material/palmleather-filigree-rug/,palmleather,provide comfort; offer durability; create aesthetic appeal,decorative area rug for living spaces,External knowledge about rugs and their use in living spaces was used.,gpt-4o-mini,826,66
,https://materialdistrict.com/material/palmleather/,palm leaves,softening-leaves; providing-alternative; reducing-pollution,biodegradable slippers for hospitality industry,"The application is derived from the text mentioning products developed, specifically the biodegradable slipper.",gpt-4o-mini,931,74
,https://materialdistrict.com/material/palmwood/,Palmwood,provide-structure; offer-durability; support-construction,wooden furniture frames,The application is derived from the material's properties and common uses in construction.,gpt-4o-mini,956,66
,https://materialdistrict.com/material/pampas-grass-paper/,Pampas Grass,create-materials; develop-strong; develop-flexible; highlight-attributes,biodegradable paper production,The application of biodegradable paper production is explicitly mentioned in the text.,gpt-4o-mini,815,72
,https://materialdistrict.com/material/pandomo-wall/,cement,finish-noun; colour-verb; clean-verb; render-verb,decorative wall and floor finishing,External knowledge about cement-based finishes was used.,gpt-4o-mini,749,66
,https://materialdistrict.com/material/pandomo/,cement,provide flooring; resist abrasion; offer UV stability; ensure fire resistance; create smooth texture,large-area seamless flooring for public spaces,External knowledge about flooring applications was used.,gpt-4o-mini,815,71
,https://materialdistrict.com/material/panelite/,Plastics,bonded construction; high strength; excellent resistance; lightweight composites,partition walls for interior spaces,External knowledge about the use of lightweight panels in interior design was used.,gpt-4o-mini,715,70
,https://materialdistrict.com/material/panelox-double-anodized-haze-pattern/,aluminium,reduce glare; mitigate reflection; preserve appearance; achieve finish,façade panels for architectural projects,External knowledge on façade applications was used.,gpt-4o-mini,954,66
,https://materialdistrict.com/material/panespol-etna/,Polyurethane,provide insulation; resist flames; allow customization; facilitate installation,decorative wall panels,External knowledge about polyurethane properties was used.,gpt-4o-mini,748,63
,https://materialdistrict.com/material/panespol-kioto/,polyurethane,seal-walls; insulate-walls; customize-panels; resist-flames; resist-water,decorative wall panels for interiors and exteriors,External knowledge used to specify the application as decorative wall panels.,gpt-4o-mini,819,82
,https://materialdistrict.com/material/panespol/,polyurethane,imitate-nature; provide-insulation; resist-chemicals; adapt-fit; cut-easily,decorative wall paneling,The application is derived from the description of the material's use as a decorative panel.,gpt-4o-mini,798,82
,https://materialdistrict.com/material/pantoni/,Wood,extend service life; provide sustainability; offer decor freedom,sheet materials for furniture surfaces,External knowledge on wood applications and sustainability was used.,gpt-4o-mini,738,59
,https://materialdistrict.com/material/paola-lenti/,Rope,developed-textile; resistant-yarn; durable-textile; anti-bacterial-material; UV-resistant-colours,outdoor collection rugs and furniture,External knowledge about the properties of Rope was used to define the application.,gpt-4o-mini,767,83
,https://materialdistrict.com/material/paper-architextile/,cotton,provide-acoustic performance; create-decorative effect; serve-as wall covering,acoustic wall covering for interior design,External knowledge about acoustic textiles was used.,gpt-4o-mini,760,65
,https://materialdistrict.com/material/paper-bricks/,recycled newspapers,turn-pulp; combine-wood glue; press-shape; create-sturdy bricks,building material for walls,External knowledge about the use of paper bricks as a sustainable building material was used.,gpt-4o-mini,719,75
,https://materialdistrict.com/material/paper-carpet/,paper,provide-non-slip; offer-fire resistance; ensure-stain resistance; allow-easy cleaning; maintain-flexibility,washable carpet for public spaces,External knowledge about carpets and their use in public spaces was used.,gpt-4o-mini,809,80
,https://materialdistrict.com/material/paper-clay/,paper,reduce-waste; enhance-aesthetics; integrate-designs; manufacture-materials,interior design materials from waste paper,External knowledge about recycling and material properties was used.,gpt-4o-mini,879,72
,https://materialdistrict.com/material/paper-factor/,micro-paper,provide-sound insulation; provide-thermal insulation; resist-moulds; resist-parasites; resist-fungi; repel-water,surface covering for walls and ceilings,External knowledge about surface materials and their applications was used.,gpt-4o-mini,877,88
,https://materialdistrict.com/material/paper-objects-structures/,paper,absorb-sound; decorate-wall; construct-structure,decorative acoustic wall covering,External knowledge used to identify the application as a specific design solution for sound absorption and decoration.,gpt-4o-mini,771,68
,https://materialdistrict.com/material/paper-range/,pulp,create-non woven; provide-luxurious finish; support-sustainable practices,sustainable wall covering,External knowledge about wall coverings was used.,gpt-4o-mini,838,62
,https://materialdistrict.com/material/paper-sculptures/,Paper,create-sculptures; upgrade-quality; combine-techniques,artistic paper sculptures,The application of artistic paper sculptures is derived from the text describing the designer's work with paper bags.,gpt-4o-mini,849,69
,https://materialdistrict.com/material/paper-textiles-handmade/,paper,create-structures; provide-covering; enable-dividing; offer-decorative-use,autonomous interior objects and wall coverings,The application is derived from the text describing the use of handmade paper textiles for various interior purposes.,gpt-4o-mini,874,79
,https://materialdistrict.com/material/paper-textiles/,paper,weave-textile; expand-fiber; shrink-fiber; wash-textile,room dividers made from woven paper textiles,"The application is derived from the description of the textiles being used for interior purposes, specifically as room dividers.",gpt-4o-mini,851,83
,https://materialdistrict.com/material/paper-touch/,cotton,provide softness; offer washability; simulate paper texture,textile for clothing with a paper-like feel,External knowledge about textile applications was used.,gpt-4o-mini,679,62
,https://materialdistrict.com/material/paper-waste-panel/,cellulose fibres,reduce waste; maintain durability; provide functionality; ensure minimal impact,sustainable wall cladding panels,External knowledge about sustainable materials and recycling processes was used.,gpt-4o-mini,979,68
,https://materialdistrict.com/material/paperforms/,recycled paper,create-patterns; install-temporarily; install-permanently,3D wallpaper tiles for interior design,External knowledge about wallpaper applications was used.,gpt-4o-mini,807,64
,https://materialdistrict.com/material/paperlite/,natural paper,provide packaging; enable food contact; allow flexo printing; support graphic reproduction,sustainable food packaging solution,External knowledge about food packaging applications was used.,gpt-4o-mini,722,66
,https://materialdistrict.com/material/papermilk/,milk fibres,provide tactile feel; enable printing techniques; offer environmental certification,high-quality printed communication materials,External knowledge about the use of paper in communication was used.,gpt-4o-mini,783,63
,https://materialdistrict.com/material/paperstone/,recycled paper,reduce energy consumption; provide compressive strength; offer water resistance,sustainable countertop surface,External knowledge on sustainable materials was used.,gpt-4o-mini,731,60
,https://materialdistrict.com/material/paperworks/,plant fibre,produce-paper; hand-dye-colours; enhance-textures,handmade paper for architectural installations,External knowledge about handmade paper applications in architecture was used.,gpt-4o-mini,737,65
