u,v,weight,edge_type
save energy,upholstery fabrics for furniture,1.0,cooccurrence
save energy,architectural facade for public buildings,1.0,cooccurrence
save energy,conserve energy,0.849734902381897,semantic
save energy,consume-energy,0.687934160232544,semantic
save energy,generate energy,0.702296793460846,semantic
save energy,lower energy use,0.699631929397583,semantic
save energy,manage-energy,0.6471244096755981,semantic
save energy,offer energy efficiency,0.6909587979316711,semantic
save energy,provide energy efficiency,0.690509021282196,semantic
save energy,reduce-energy,0.7307059168815613,semantic
save energy,save-energy,0.9304856657981873,semantic
save energy,reduce-energy consumption,0.7217232584953308,semantic
contribute-soil-fertility,sustainable interior paneling,1.0,cooccurrence
contribute-soil-fertility,improve-soil,0.624220073223114,semantic
exhibit-resilience,floating floor insulation layer,1.0,cooccurrence
exhibit-resilience,exhibit strength,0.6767917275428772,semantic
exhibit-resilience,provide-resilience,0.7095754742622375,semantic
exhibit-resilience,exhibit durability,0.6218094229698181,semantic
inspire-creations,luxury fashion accessories,1.0,cooccurrence
inspire-creations,inspire-aesthetic,0.8483990430831909,semantic
visualize-linear movement,three-dimensional display technology,1.0,cooccurrence
enable-easy cleaning,textured wall-to-wall flooring,1.0,cooccurrence
enable-easy cleaning,allow-easy cleaning,0.8284302949905396,semantic
enable-easy cleaning,clean-easily,0.6411181092262268,semantic
enable-easy cleaning,easy to clean,0.6667305827140808,semantic
enable-easy cleaning,enable easy cleaning,0.9614214897155762,semantic
enable-easy cleaning,enable easy maintenance,0.6931840181350708,semantic
enable-easy cleaning,ensure easy cleaning,0.7693071961402893,semantic
enable-easy cleaning,cleaning easily,0.7265667915344238,semantic
enable-easy cleaning,enable-self-cleaning properties,0.7231653332710266,semantic
enable-easy cleaning,provide-easy cleaning,0.7224012017250061,semantic
enable-easy cleaning,facilitate cleaning,0.7032490372657776,semantic
join-veneers,curved furniture components,1.0,cooccurrence
join-veneers,adhere-veneer,0.6702917814254761,semantic
join-veneers,combine low-density veneers,0.7590571045875549,semantic
join-veneers,create-veneer,0.7727260589599609,semantic
join-veneers,cut-veneer,0.7383492588996887,semantic
join-veneers,deep draw-veneer,0.7034703493118286,semantic
join-veneers,expose-veneer,0.6922298669815063,semantic
join-veneers,join-resin,0.6955453157424927,semantic
join-veneers,replace-wood veneer,0.655064582824707,semantic
act as barrier,flame-resistant insulation material,1.0,cooccurrence
act as barrier,create-barrier,0.7217310070991516,semantic
act as barrier,improve-barrier,0.6409872174263,semantic
resistant-chemicals,backlit service counters,1.0,cooccurrence
resistant-chemicals,chemical-resistance,0.8085453510284424,semantic
resistant-chemicals,chemically-resistant,0.9149060845375061,semantic
resistant-chemicals,exhibit chemical resistance,0.7523787021636963,semantic
resistant-chemicals,manufacture-chemicals,0.6351755261421204,semantic
resistant-chemicals,offer chemical resistance,0.7210904359817505,semantic
resistant-chemicals,resist-chemical,0.7301536798477173,semantic
resistant-chemicals,resist-chemicals,0.7971680760383606,semantic
resistant-chemicals,resisting-chemicals,0.7652665376663208,semantic
utilise-waste product,interior wall paneling,1.0,cooccurrence
utilise-waste product,convert waste material,0.6820166707038879,semantic
utilise-waste product,create-non waste products,0.7482189536094666,semantic
utilise-waste product,minimize waste,0.672931432723999,semantic
utilise-waste product,process-material waste,0.7556155920028687,semantic
utilise-waste product,reduce-waste,0.7109093070030212,semantic
utilise-waste product,reuse residual waste,0.6837332248687744,semantic
utilise-waste product,upcycle-waste,0.7139109373092651,semantic
utilise-waste product,utilize-waste,0.7332058548927307,semantic
utilise-waste product,utilize industrial waste,0.7057548761367798,semantic
utilise-waste product,utilize waste stream,0.6372106075286865,semantic
utilise-waste product,utilize-post industrial waste,0.6630786061286926,semantic
pass-standards,durable wall covering solution,1.0,cooccurrence
prevents condensation,interior wall and ceiling panels,1.0,cooccurrence
water-recycling,roofing membrane for buildings,1.0,cooccurrence
water-recycling,return-water,0.6505205631256104,semantic
water-recycling,save water,0.6305591464042664,semantic
water-recycling,recycling-material,0.6891145706176758,semantic
water-recycling,facilitate recycling,0.6869061589241028,semantic
water-recycling,recycling-noun,0.6456679105758667,semantic
water-recycling,enable recycling,0.6299338936805725,semantic
apply-coating,decorative coatings for metal and ceramics,1.0,cooccurrence
apply-coating,metallic wall and ceiling finish,1.0,cooccurrence
apply-coating,dry-erase writing surface,1.0,cooccurrence
apply-coating,anti-graffiti surface treatment,1.0,cooccurrence
apply-coating,decorative surface finish for furniture,1.0,cooccurrence
apply-coating,add-wear resistant coating,0.669552206993103,semantic
apply-coating,apply to surfaces,0.6630284190177917,semantic
apply-coating,apply-antimicrobial coatings,0.7611466646194458,semantic
apply-coating,coating-surface,0.8226475119590759,semantic
apply-coating,spray-coating,0.8139747977256775,semantic
apply-coating,apply-coats,0.7986335754394531,semantic
apply-coating,apply-topcoat,0.7679200172424316,semantic
apply-coating,provide-coating,0.76035076379776,semantic
apply-coating,develop-coating,0.7557805180549622,semantic
apply-coating,apply-paint,0.7328336238861084,semantic
apply-coating,apply-layers,0.7059270739555359,semantic
apply-coating,deposit-coating,0.7059144973754883,semantic
apply-coating,apply-cold-spraying technique,0.6565628051757812,semantic
apply-coating,apply-durable finishes,0.6678794026374817,semantic
apply-coating,apply-glue,0.6711508631706238,semantic
apply-coating,apply-heat,0.6556171178817749,semantic
apply-coating,apply-on-surfaces,0.6753813624382019,semantic
apply-coating,color-shifting coating,0.6351088285446167,semantic
apply-coating,elastic-coating,0.6942282319068909,semantic
apply-coating,produce-coating-materials,0.6618344783782959,semantic
refract-light,facade board for buildings,1.0,cooccurrence
process-wool,sustainable knitted garment,1.0,cooccurrence
process-wool,dyeing-wool,0.7664849162101746,semantic
optimize-contrast,lcd display enhancement,1.0,cooccurrence
optimize-contrast,create contrast,0.8006043434143066,semantic
optimize-contrast,provide contrast,0.7447931170463562,semantic
deepen-noun,invisible finish for wooden floors,1.0,cooccurrence
enhance-flexibility,distinctive leather objects,1.0,cooccurrence
enhance-flexibility,allowing flexibility,0.7872117161750793,semantic
enhance-flexibility,become-flexible,0.6844804883003235,semantic
enhance-flexibility,enhance design flexibility,0.6937204599380493,semantic
enhance-flexibility,enhance flexibility,0.8536183834075928,semantic
enhance-flexibility,providing flexibility,0.7936890125274658,semantic
enhance-flexibility,offer flexibility,0.703430712223053,semantic
customized design,interior wall finishes and furniture surfaces,1.0,cooccurrence
customized design,customise-designs,0.8939699530601501,semantic
customized design,customize designs,0.8887951374053955,semantic
customized design,customize-appearance,0.6809905767440796,semantic
customized design,customize-designs,0.8686357140541077,semantic
customized design,provide custom look,0.625993013381958,semantic
provide-stiffness,automotive interior panels,1.0,cooccurrence
provide-stiffness,add stiffness,0.7636277079582214,semantic
provide-stiffness,eliminate need for stiffeners,0.706670880317688,semantic
provide-stiffness,increase stiffness,0.7138502597808838,semantic
provide-stiffness,maintain high stiffness,0.6771910190582275,semantic
provide-stiffness,offer high stiffness,0.704027533531189,semantic
provide-stiffness,provide high stiffness,0.8031084537506104,semantic
provide-stiffness,provide stiffness,0.897581160068512,semantic
provide-stiffness,provide-rigidity,0.6716120839118958,semantic
provide-stiffness,provide-structural strength,0.6963990330696106,semantic
provide-stiffness,stiffen-cardboard,0.6267006397247314,semantic
reduce air bubbles,lightweight composite surfboards,1.0,cooccurrence
offer chemical resistance,electric insulating materials for high-voltage equipment,1.0,cooccurrence
offer chemical resistance,sterilization cases for medical use,1.0,cooccurrence
offer chemical resistance,chemical-resistance,0.8787974119186401,semantic
offer chemical resistance,chemically-resistant,0.6979674696922302,semantic
offer chemical resistance,exhibit chemical resistance,0.8685572743415833,semantic
offer chemical resistance,resist-chemical,0.7733956575393677,semantic
offer chemical resistance,resist-chemicals,0.7658621072769165,semantic
offer chemical resistance,resisting-chemicals,0.7000690698623657,semantic
create ceramic glazes,ceramic tiles and bricks with ash content,1.0,cooccurrence
create ceramic glazes,compete with ceramic tile,0.6663912534713745,semantic
create ceramic glazes,create-glazes,0.7901300191879272,semantic
create ceramic glazes,create-glaze,0.7581185698509216,semantic
create ceramic glazes,create-novel ceramics,0.7240532040596008,semantic
create ceramic glazes,glaze-noun,0.6328743100166321,semantic
create ceramic glazes,glaze-finish,0.6307374835014343,semantic
create ceramic glazes,replace-ceramic tiles,0.6254615783691406,semantic
allow-custom dyeing,acoustic wall panels,1.0,cooccurrence
allow-custom dyeing,allow colour customisation,0.7606425881385803,semantic
allow-custom dyeing,allow dyeing,0.8651489615440369,semantic
allow-custom dyeing,allow mass coloring,0.6444166898727417,semantic
allow-custom dyeing,allow-dyeing,0.893450915813446,semantic
reinforce-cellulose fibers,biodegradable composite sheets for construction,1.0,cooccurrence
reinforce-cellulose fibers,maintain-cellulose,0.7168826460838318,semantic
act as wall covering,acoustic wall panels,1.0,cooccurrence
act as wall covering,act as floor covering,0.6270608901977539,semantic
act as wall covering,provide wall covering,0.8622055053710938,semantic
act as wall covering,covering-wall,0.838032603263855,semantic
act as wall covering,provide wall coverings,0.8379771113395691,semantic
act as wall covering,create-wall covering,0.8106467723846436,semantic
act as wall covering,serve wall covering,0.793454110622406,semantic
act as wall covering,cover walls,0.7924922704696655,semantic
act as wall covering,create-wall coverings,0.7874705791473389,semantic
act as wall covering,cover-wall,0.7663059830665588,semantic
act as wall covering,apply-wall,0.6536267995834351,semantic
act as wall covering,covers-wall,0.7207392454147339,semantic
act as wall covering,provide wall,0.6470500826835632,semantic
act as wall covering,suit for wall coverings,0.7358884811401367,semantic
enable water resistance,fire-resistant interior wall panels,1.0,cooccurrence
enable water resistance,offer water resistance,0.8577988743782043,semantic
enable water resistance,maintain-water resistance,0.836064338684082,semantic
enable water resistance,resist water,0.7919398546218872,semantic
enable water resistance,resist-water,0.7342376112937927,semantic
enable water resistance,offer water-resistant features,0.6575013995170593,semantic
enable water resistance,resist-water and humidity,0.6519152522087097,semantic
enable water resistance,water-resistant-properties,0.6477597951889038,semantic
enable vertical installation,flexible vertical cable duct for public utility buildings,1.0,cooccurrence
provide wood protection,eco-friendly wood finishing solutions,1.0,cooccurrence
facilitate cleaning,acoustic wall and ceiling cladding,1.0,cooccurrence
facilitate cleaning,allow-easy cleaning,0.7058646082878113,semantic
facilitate cleaning,cleaning easily,0.7717223763465881,semantic
facilitate cleaning,ensure easy cleaning,0.7722637057304382,semantic
facilitate cleaning,provide-easy cleaning,0.7885294556617737,semantic
facilitate cleaning,provide self-cleaning action,0.7883736491203308,semantic
facilitate cleaning,provide-hygiene,0.6298717260360718,semantic
facilitate cleaning,self cleanses,0.6492857336997986,semantic
facilitate cleaning,self-cleaning surface,0.6718079447746277,semantic
print-textiles,natural fiber textiles for clothing,1.0,cooccurrence
print-textiles,embed-textiles,0.7275508642196655,semantic
print-textiles,print-designs,0.6916379332542419,semantic
print-textiles,print-material,0.7085660696029663,semantic
print-textiles,screen-printing-textiles,0.8909463882446289,semantic
print-textiles,weave-textiles,0.803978681564331,semantic
print-textiles,weave-textile,0.7581486105918884,semantic
print-textiles,create-textile,0.7315731048583984,semantic
print-textiles,produce-composite textiles,0.7245627641677856,semantic
print-textiles,suit-printing,0.6652880311012268,semantic
print-textiles,upcycle-textiles,0.7142744660377502,semantic
provide floor covering,interior flooring and wall tiles,1.0,cooccurrence
provide floor covering,act as floor covering,0.8719021677970886,semantic
provide floor covering,covering-floor,0.8723981380462646,semantic
provide floor covering,create flooring,0.6644449830055237,semantic
provide floor covering,create-floor,0.62789386510849,semantic
provide floor covering,floor-noun,0.6229987144470215,semantic
provide floor covering,provide covering,0.6460816264152527,semantic
provide floor covering,provide flooring,0.8158189058303833,semantic
provide floor covering,provide seamless floors,0.6587584614753723,semantic
provide floor covering,insulate floors,0.636095404624939,semantic
release-thermal energy,temperature-controlled food delivery system,1.0,cooccurrence
release-thermal energy,provide-thermal mass,0.6494494080543518,semantic
release-thermal energy,release-heat,0.7935476303100586,semantic
release-thermal energy,release-latent heat,0.7349196076393127,semantic
release-thermal energy,store-thermal energy,0.7151548862457275,semantic
act-carbon battery,carbon negative masonry block for building,1.0,cooccurrence
fuse-into clear material,orthopaedic splints,1.0,cooccurrence
fuse-into clear material,fuse-fabric,0.7340859770774841,semantic
fuse-into clear material,fuse-materials,0.8004330396652222,semantic
fuse-into clear material,fuse-nonmetal,0.6502851843833923,semantic
fuse-into clear material,fuse-noun,0.6273781061172485,semantic
apply-on-surfaces,floor and wall renovation system,1.0,cooccurrence
apply-on-surfaces,adhere-to-surfaces,0.7422255873680115,semantic
apply-on-surfaces,apply to surfaces,0.9268776774406433,semantic
apply-on-surfaces,apply-layers,0.6344243884086609,semantic
apply-on-surfaces,provide surface,0.675203800201416,semantic
apply-on-surfaces,coating-surface,0.6549625992774963,semantic
apply-on-surfaces,decorate-surface,0.6484928727149963,semantic
apply-on-surfaces,treat-surface,0.6272317171096802,semantic
resist-corrosion,acoustic wall cladding panels,1.0,cooccurrence
resist-corrosion,facade cladding for buildings,1.0,cooccurrence
resist-corrosion,weather-resistant architectural panels,1.0,cooccurrence
resist-corrosion,wire mesh screens for filtration systems,1.0,cooccurrence
resist-corrosion,decorative surface finishes for consumer electronics,1.0,cooccurrence
resist-corrosion,kitchen appliances and bathroom partitions,1.0,cooccurrence
resist-corrosion,structural profiles for building facades,1.0,cooccurrence
resist-corrosion,building sunscreen system,1.0,cooccurrence
resist-corrosion,enamelled facade panels,1.0,cooccurrence
resist-corrosion,ensure corrosion resistance,0.7789679765701294,semantic
resist-corrosion,provide resistivity,0.6547916531562805,semantic
resist-corrosion,provide-corrosion protection,0.6478944420814514,semantic
resist-corrosion,resist corrosion,0.9729435443878174,semantic
resist-corrosion,resist-discoloration,0.7163277268409729,semantic
resist-corrosion,resist-weathering,0.6840978264808655,semantic
resist-corrosion,resist-chemical,0.6834375262260437,semantic
resist-corrosion,resist-chemicals,0.6626107692718506,semantic
integrate-digital imagery,transparent media façade for advertising,1.0,cooccurrence
integrate-structure,synthetic suede upholstery for furniture,1.0,cooccurrence
integrate-structure,integrate-into applications,0.6280279159545898,semantic
integrate-structure,integrate-material,0.6571058034896851,semantic
manage-energy,protective gear for athletic activities,1.0,cooccurrence
manage-energy,consume-energy,0.6451694369316101,semantic
manage-energy,save-energy,0.6791608333587646,semantic
manage-energy,reduce-energy,0.6662554144859314,semantic
manage-energy,conserve energy,0.6573560833930969,semantic
manage-energy,generate energy,0.632066011428833,semantic
manage-energy,lower energy use,0.6299890875816345,semantic
distribute-light,light-emitting textile for interior design,1.0,cooccurrence
distribute-light,combine-light,0.7372740507125854,semantic
distribute-light,convert-light,0.6380648612976074,semantic
distribute-light,deliver-illumination,0.6655001044273376,semantic
distribute-light,diffuse light,0.6227396130561829,semantic
distribute-light,diffuse-light,0.6562838554382324,semantic
distribute-light,shaping-light,0.6750274896621704,semantic
distribute-light,create-lightness,0.6703224778175354,semantic
distribute-light,provide-illumination,0.6610639095306396,semantic
distribute-light,scatter-light,0.6348020434379578,semantic
distribute-light,transmit-light,0.6428490281105042,semantic
provide dimensional stability,molded packaging components,1.0,cooccurrence
provide dimensional stability,sound-absorbing surface panels,1.0,cooccurrence
provide dimensional stability,decorative exterior cladding,1.0,cooccurrence
provide dimensional stability,offer dimensional stability,0.9469671249389648,semantic
provide dimensional stability,ensure stability,0.6756001114845276,semantic
provide dimensional stability,achieve-stability,0.6533999443054199,semantic
control strength,lightweight sandwich panels for drywall construction,1.0,cooccurrence
control strength,increase strength,0.7098780870437622,semantic
control strength,provide strength,0.6921478509902954,semantic
control strength,ensure strength,0.6718012690544128,semantic
control strength,achieves strength,0.6672363877296448,semantic
control strength,increase-strength,0.6587855815887451,semantic
control strength,guarantee strength,0.6442729830741882,semantic
extend-residence time,reinforcement fabric for maritime applications,1.0,cooccurrence
allow high refraction,architectural façades,1.0,cooccurrence
resist weather extremes,glazing for greenhouses,1.0,cooccurrence
resist weather extremes,endure severe weather conditions,0.6788082718849182,semantic
resist weather extremes,resist weather,0.862220823764801,semantic
resist weather extremes,resist-weather,0.7932947874069214,semantic
resist weather extremes,resist weathering,0.7567240595817566,semantic
resist weather extremes,ensure good weather resistance,0.7530674934387207,semantic
resist weather extremes,offer weather resistance,0.7404307126998901,semantic
resist weather extremes,enhance weather resistance,0.7187042832374573,semantic
resist weather extremes,offer-weather resistance,0.6983476281166077,semantic
create interior designs,premium interior wall panels,1.0,cooccurrence
create interior designs,allow-interior design,0.75062096118927,semantic
create interior designs,suitable for interior design,0.8107203245162964,semantic
create interior designs,decorating interiors,0.793502151966095,semantic
create interior designs,enhance interior aesthetics,0.7918196320533752,semantic
create interior designs,decorate-interiors,0.765124499797821,semantic
create interior designs,decorate-interior,0.7555360198020935,semantic
create interior designs,interior detail,0.6920977830886841,semantic
create interior designs,create-designs,0.6827778220176697,semantic
create interior designs,provide-interior products,0.6590828895568848,semantic
enhance-performance,racing sail for dinghies,1.0,cooccurrence
enhance-performance,enhance performance,0.877984344959259,semantic
enhance-performance,enhance-design scheme,0.6319411993026733,semantic
enhance-performance,enhance-economic efficiency,0.647907018661499,semantic
enhance-performance,enhancing-performance,0.8826271295547485,semantic
enhance-performance,enhance-reinforcing characteristics,0.7462270855903625,semantic
enhance-performance,enhance-clarity,0.7285885810852051,semantic
enhance-performance,ensure superior performance,0.7183534502983093,semantic
enhance-performance,increase-efficiency,0.6978920102119446,semantic
enhance-performance,enhance-aesthetic,0.6964017152786255,semantic
enhance-performance,enhance-properties,0.6962063908576965,semantic
provide-nature-inspired design,high-quality floor coverings,1.0,cooccurrence
provide-nature-inspired design,provide-aesthetic design,0.7053158283233643,semantic
provide-nature-inspired design,create-designs,0.6759855151176453,semantic
provide-nature-inspired design,allow design versatility,0.656397819519043,semantic
provide-nature-inspired design,provide-aesthetic properties,0.6323202848434448,semantic
provide-nature-inspired design,create-novel designs,0.630679726600647,semantic
provide-nature-inspired design,craft- designs,0.6299816370010376,semantic
elastic-coating,wood-rich façade elements,1.0,cooccurrence
elastic-coating,coating-surface,0.7359745502471924,semantic
elastic-coating,coating-textile,0.6983196139335632,semantic
elastic-coating,moisture-resistant-coating,0.6810867786407471,semantic
elastic-coating,spray-coating,0.6355907917022705,semantic
provide-metallic-appearance,decorative textile for fashion garments,1.0,cooccurrence
provide-metallic-appearance,create metal appearance,0.7415207624435425,semantic
provide-metallic-appearance,provide-aesthetic appearance,0.6618955731391907,semantic
provide-metallic-appearance,provide-aesthetic properties,0.646216869354248,semantic
provide-metallic-appearance,suggest metal characteristics,0.64357990026474,semantic
provide-metallic-appearance,provide-appearance,0.6380621790885925,semantic
provide-metallic-appearance,provide-aesthetic,0.634942889213562,semantic
provide texture,custom leather goods,1.0,cooccurrence
provide texture,vegan-friendly handbags and accessories,1.0,cooccurrence
provide texture,decorative wall panels for indoor spaces,1.0,cooccurrence
provide texture,decorative wall art panels,1.0,cooccurrence
provide texture,combine texture,0.6544029116630554,semantic
provide texture,enhance texture,0.7142269015312195,semantic
provide texture,incorporate textures,0.7869340181350708,semantic
provide texture,introduce textures,0.7607824206352234,semantic
provide texture,lend-texture,0.643708348274231,semantic
provide texture,offer unique texture,0.7034627199172974,semantic
provide texture,produce textures,0.7459427714347839,semantic
provide texture,provide customized textures,0.7458906769752502,semantic
provide texture,providing texture,0.9717557430267334,semantic
provide texture,provide-smooth texture,0.7777976989746094,semantic
provide texture,provide-soft texture,0.7744194865226746,semantic
provide texture,provide-ripple texture,0.6834343671798706,semantic
provide texture,provide-texture rugs,0.6425066590309143,semantic
offer fire resistance,lightweight structural panels for construction,1.0,cooccurrence
offer fire resistance,building material for sustainable structures,1.0,cooccurrence
offer fire resistance,durable façade cladding for buildings,1.0,cooccurrence
offer fire resistance,fire-resistant interior wall panels,1.0,cooccurrence
offer fire resistance,theatrical stage backdrops,1.0,cooccurrence
offer fire resistance,thermal insulation for building walls,1.0,cooccurrence
offer fire resistance,lightweight wall panels for boats,1.0,cooccurrence
offer fire resistance,enhance-fire resistance,0.7766251564025879,semantic
offer fire resistance,ensure fire resistance,0.820478618144989,semantic
offer fire resistance,improve reaction to fire,0.6252017021179199,semantic
offer fire resistance,offer fire rating,0.6954482793807983,semantic
offer fire resistance,offer moderate fire resistance,0.9293714761734009,semantic
offer fire resistance,offer-fire-resistance,0.8829106688499451,semantic
offer fire resistance,provide-fire-resistance,0.8107691407203674,semantic
offer fire resistance,offer fire safety,0.7316263318061829,semantic
offer fire resistance,offer heat resistance,0.6874532699584961,semantic
offer fire resistance,offer shock resistance,0.6684066653251648,semantic
offer fire resistance,provide flame resistance,0.7796862125396729,semantic
offer fire resistance,resist flame,0.7021178007125854,semantic
offer fire resistance,resisting fire,0.6934933066368103,semantic
resist-water and humidity,outdoor upholstery fabric,1.0,cooccurrence
resist-water and humidity,maintain-water resistance,0.6768316030502319,semantic
resist-water and humidity,resist water,0.7215461730957031,semantic
resist-water and humidity,resist-moisture,0.8193702697753906,semantic
resist-water and humidity,resist-water,0.7334025502204895,semantic
resist-water and humidity,resist moisture,0.7349122762680054,semantic
resist-water and humidity,resist-weather,0.6990730166435242,semantic
resist-water and humidity,resist weather,0.6788823008537292,semantic
resist-water and humidity,resist-weathering,0.6629050374031067,semantic
ensure-privacy,translucent partition wall panels,1.0,cooccurrence
ensure-privacy,provide-privacy,0.748940110206604,semantic
ensure-privacy,ensure-quality,0.6263922452926636,semantic
manufacturing-surfaces,inlaid stone tabletops,1.0,cooccurrence
manufacturing-surfaces,additive manufacturing,0.6519879102706909,semantic
manufacturing-surfaces,allow surface processes,0.656137228012085,semantic
manufacturing-surfaces,assemble large surfaces,0.6328756809234619,semantic
manufacturing-surfaces,craft-surface,0.8002844452857971,semantic
manufacturing-surfaces,create-structured surfaces,0.7172994017601013,semantic
manufacturing-surfaces,provide surface,0.7057045698165894,semantic
manufacturing-surfaces,create-3d surface,0.6992927193641663,semantic
manufacturing-surfaces,printed surface,0.6973097920417786,semantic
manufacturing-surfaces,manufacturing-technology,0.657903254032135,semantic
manufacturing-surfaces,produce-rounded surfaces,0.6782953143119812,semantic
laminate panel,partition walls and ceiling finishes,1.0,cooccurrence
laminate panel,increase laminate strength,0.6541973352432251,semantic
laminate panel,laminate backing,0.6898103356361389,semantic
laminate panel,laminate materials,0.7714176774024963,semantic
laminate panel,laminate-panel,0.9863367080688477,semantic
laminate panel,laminate-surface,0.7788724899291992,semantic
laminate panel,laminate-composite,0.7551589608192444,semantic
laminate panel,laminate-paper,0.7317095994949341,semantic
laminate panel,laminate-directly,0.7125682234764099,semantic
laminate panel,laminate substrates,0.7066012024879456,semantic
laminate panel,laminate-doors,0.6413454413414001,semantic
laminate panel,replace-laminates,0.6236898303031921,semantic
laminate panel,transform-laminate,0.640848696231842,semantic
create-airtight-seal,fire-resistant sealing tape for building components,1.0,cooccurrence
create-airtight-seal,ensure-airtightness,0.7633975744247437,semantic
create-airtight-seal,provide-protective seal,0.7385384440422058,semantic
create-airtight-seal,seal-surface,0.7173908948898315,semantic
create-airtight-seal,seal-form,0.7164983153343201,semantic
create-airtight-seal,seal layers,0.6743539571762085,semantic
allow-mass production,low carbon wall tiles,1.0,cooccurrence
offer-sustainable choice,eco-friendly consumer products,1.0,cooccurrence
offer-sustainable choice,offer-sustainability,0.872992753982544,semantic
offer-sustainable choice,offer-sustainable substitute,0.7581403851509094,semantic
offer-sustainable choice,offer sustainability,0.7394254803657532,semantic
offer-sustainable choice,offer-alternative,0.6618080139160156,semantic
offer-sustainable choice,offer-nature,0.6373042464256287,semantic
offer-sustainable choice,offer-longevity,0.637090802192688,semantic
offer-sustainable choice,offer-design possibilities,0.62872314453125,semantic
reduce porosity,floor tiles for heavy use,1.0,cooccurrence
reduce porosity,create-porosity,0.8112661838531494,semantic
offers uv protection,backlit partition wall,1.0,cooccurrence
offers uv protection,anti-uv,0.7334966063499451,semantic
offers uv protection,ensure uv protection,0.8036345839500427,semantic
offers uv protection,provide-uv protection,0.8439853191375732,semantic
offers uv protection,protect against uv rays,0.8355653882026672,semantic
offers uv protection,provide uv durability,0.7179617285728455,semantic
offers uv protection,provide uv resistance,0.6979783773422241,semantic
offers uv protection,provide uv-resistance,0.6978198289871216,semantic
offers uv protection,uv-blocking,0.6945192813873291,semantic
preserve optical performance,retrofittable glass surface treatment,1.0,cooccurrence
preserve optical performance,optical-quality-enhancement,0.7136425375938416,semantic
provide electric isolation,color-anodized titanium implants,1.0,cooccurrence
provide comfort,fancy wear clothing,1.0,cooccurrence
provide comfort,luxurious soft carpets,1.0,cooccurrence
provide comfort,upholstery fabrics for furniture,1.0,cooccurrence
provide comfort,acoustic flooring for hospitality spaces,1.0,cooccurrence
provide comfort,activewear garments,1.0,cooccurrence
provide comfort,comfortable sofas and armchairs,1.0,cooccurrence
provide comfort,upholstered soft furnishings,1.0,cooccurrence
provide comfort,high fashion knit fabrics,1.0,cooccurrence
provide comfort,decorative area rug for living spaces,1.0,cooccurrence
provide comfort,bulletproof knitwear for everyday use,1.0,cooccurrence
provide comfort,safety mat for wet areas,1.0,cooccurrence
provide comfort,breathable clothing fabric,1.0,cooccurrence
provide comfort,create comfort,0.815485954284668,semantic
provide comfort,enhance comfort,0.7983932495117188,semantic
provide comfort,ensure comfort,0.8688218593597412,semantic
provide comfort,ensure-comfort,0.6410192251205444,semantic
provide comfort,improve comfort,0.8175367116928101,semantic
provide comfort,improve-comfort,0.6622424125671387,semantic
provide comfort,offer comfort,0.8809607028961182,semantic
provide comfort,provide-comfort,0.8828374743461609,semantic
provide comfort,offer-comfort,0.6587970852851868,semantic
provide comfort,provide warmth,0.6529175639152527,semantic
provide comfort,provide-warmth,0.6355248093605042,semantic
clean-fabric,drapery for commercial and residential interiors,1.0,cooccurrence
clean-fabric,absorbent-fabric,0.7285670638084412,semantic
clean-fabric,wash-fabric,0.8894182443618774,semantic
clean-fabric,fix-fabric,0.7809077501296997,semantic
clean-fabric,woven-fabric,0.7808356285095215,semantic
clean-fabric,weave-fabric,0.7607421875,semantic
clean-fabric,sew fabric,0.7522901296615601,semantic
clean-fabric,coloring-fabric,0.7501745223999023,semantic
clean-fabric,create fabric,0.7326117753982544,semantic
clean-fabric,coat-fabric,0.7171463966369629,semantic
clean-fabric,deodorise-fabric,0.6769762635231018,semantic
clean-fabric,light-fast fabric,0.6679096221923828,semantic
clean-fabric,lightweight-fabric,0.7045800685882568,semantic
clean-fabric,remove-stains,0.6243221163749695,semantic
clean-fabric,waterproof-fabric,0.6968567371368408,semantic
offer-elasticity,automotive seat covers,1.0,cooccurrence
offer-elasticity,offer excellent elasticity,0.7865349650382996,semantic
offer-elasticity,offer rigidity,0.6825736165046692,semantic
offer-elasticity,offer-softness,0.6763670444488525,semantic
offer-elasticity,offer-flexibility,0.6739956140518188,semantic
offer-elasticity,offer-versatility,0.6661671996116638,semantic
offer-elasticity,offer-stability,0.6533825993537903,semantic
offer-elasticity,offer-edibility,0.653293251991272,semantic
provide-non-slip surface,outdoor decorative floor coating for gardens and playgrounds,1.0,cooccurrence
provide-non-slip surface,offer non-slip properties,0.7395709753036499,semantic
provide-non-slip surface,provide smooth surface,0.6814612746238708,semantic
provide-non-slip surface,provide-non absorbent surface,0.6280707716941833,semantic
provide-non-slip surface,provide-slip resistance,0.7254135608673096,semantic
provide-non-slip surface,provide-surface,0.6905818581581116,semantic
provide-non-slip surface,provide surface,0.6769580245018005,semantic
customize-room,floor and wall renovation system,1.0,cooccurrence
customize-room,optimize room experience,0.6537742614746094,semantic
customize-room,divide-rooms,0.6230423450469971,semantic
offer customization,biodegradable injection molded components,1.0,cooccurrence
offer customization,offer-customization,0.9357292056083679,semantic
offer customization,offer-design possibilities,0.7587689757347107,semantic
offer customization,offer-style,0.7268832921981812,semantic
offer customization,allow customisation,0.6799761056900024,semantic
offer customization,provide-customization,0.6667245626449585,semantic
offer customization,offer-aesthetic,0.6620066165924072,semantic
