node,label,category
enhance load-bearing,enhance load-bearing,function
create-nouns,create-nouns,function
transmit visible light,transmit visible light,function
fill-micro porosities,fill-micro porosities,function
absorb sound waves,absorb sound waves,function
bonded slabs,bonded slabs,function
match-noun,match-noun,function
decorative-tiles,decorative-tiles,function
diffuse-gases,diffuse-gases,function
machining-standard tools,machining-standard tools,function
reflect-sound diffusely,reflect-sound diffusely,function
create hygienic spaces,create hygienic spaces,function
reinforce-concrete,reinforce-concrete,function
replace recycled paper,replace recycled paper,function
reduce emissions,reduce emissions,function
combine-air permeability,combine-air permeability,function
cover-wall,cover-wall,function
soften-colours,soften-colours,function
allow mass coloring,allow mass coloring,function
provide-thermal performance,provide-thermal performance,function
offer advantage,offer advantage,function
eliminate-thermal-bridges,eliminate-thermal-bridges,function
apply-slip-resistance,apply-slip-resistance,function
damping noise,damping noise,function
dissipate noise,dissipate noise,function
lower flammability,lower flammability,function
lower-molding temperature,lower-molding temperature,function
act-fungicide,act-fungicide,function
repels stains-moisture,repels stains-moisture,function
minimise risk,minimise risk,function
customize panel shape,customize panel shape,function
contact-food safe,contact-food safe,function
create seamless jointing,create seamless jointing,function
illuminate-interior,illuminate-interior,function
show handmade beauty,show handmade beauty,function
enable fire sprinkler access,enable fire sprinkler access,function
resisting-scratch,resisting-scratch,function
create seamless surface,create seamless surface,function
offer-uv resistance,offer-uv resistance,function
offer-resistance,offer-resistance,function
reduce-transmittance,reduce-transmittance,function
reduce-harmful substances,reduce-harmful substances,function
provide translucence,provide translucence,function
resistant-yarn,resistant-yarn,function
exhibit chemical resistance,exhibit chemical resistance,function
manufacture-lightweight components,manufacture-lightweight components,function
merge-silicone textiles,merge-silicone textiles,function
shape-fabric,shape-fabric,function
resist-chemicals,resist-chemicals,function
fabricate-chair,fabricate-chair,function
apply-decorative graphic,apply-decorative graphic,function
create alternative materials,create alternative materials,function
reflective-appearance,reflective-appearance,function
fit-architectural use,fit-architectural use,function
enable shaping options,enable shaping options,function
absorb-smells,absorb-smells,function
durable-textile,durable-textile,function
promote urban biodiversity,promote urban biodiversity,function
displace material,displace material,function
ensure sound insulation,ensure sound insulation,function
produce-materials,produce-materials,function
offer aesthetic benefits,offer aesthetic benefits,function
create-screen,create-screen,function
offer-good structural properties,offer-good structural properties,function
utilize waste stream,utilize waste stream,function
reproduce-surface textures,reproduce-surface textures,function
enable-easy-installation,enable-easy-installation,function
provide-novel materials,provide-novel materials,function
transmitting-x-rays,transmitting-x-rays,function
reduce flammability,reduce flammability,function
reduce-noun,reduce-noun,function
allow-construction,allow-construction,function
integrate aesthetics,integrate aesthetics,function
combine low-density veneers,combine low-density veneers,function
control thermal,control thermal,function
change colour reversibly,change colour reversibly,function
serve-spacer component,serve-spacer component,function
offer biodegradability,offer biodegradability,function
offer substitute for plastic,offer substitute for plastic,function
improve-strength,improve-strength,function
allow precise dimensioning,allow precise dimensioning,function
demonstrate insulation properties,demonstrate insulation properties,function
minimizing-wear,minimizing-wear,function
presenting beauty,presenting beauty,function
provide customized textures,provide customized textures,function
ensure non-toxicity,ensure non-toxicity,function
produce-components,produce-components,function
provide-alternative,provide-alternative,function
create-object,create-object,function
sourcing-local,sourcing-local,function
control-stability,control-stability,function
provide-clean energy cooking,provide-clean energy cooking,function
feature-colours,feature-colours,function
providing texture,providing texture,function
add properties,add properties,function
coat-surface,coat-surface,function
avoid-adherence,avoid-adherence,function
save-processing time,save-processing time,function
maintain-ease,maintain-ease,function
form-shelves,form-shelves,function
contribute-local economy,contribute-local economy,function
create-mosaic,create-mosaic,function
engraving-patterns,engraving-patterns,function
hide imperfections,hide imperfections,function
enable-ease of handling,enable-ease of handling,function
support aesthetics,support aesthetics,function
provide-wear protection,provide-wear protection,function
enhance-clarity,enhance-clarity,function
customize-verb,customize-verb,function
produce-rocks,produce-rocks,function
combine-heat resistance,combine-heat resistance,function
function as ceiling panels,function as ceiling panels,function
prevent-moisture accumulation,prevent-moisture accumulation,function
offer-longevity,offer-longevity,function
allow mouldability,allow mouldability,function
felt-material,felt-material,function
replace-nonbiodegradable foam,replace-nonbiodegradable foam,function
offer-antibacterial properties,offer-antibacterial properties,function
enable low baking temperatures,enable low baking temperatures,function
emit-far-infrared-rays,emit-far-infrared-rays,function
offer aesthetic finish,offer aesthetic finish,function
emit minimal smoke,emit minimal smoke,function
allow-dyeing,allow-dyeing,function
show hardwood surface,show hardwood surface,function
offer dimensional stability,offer dimensional stability,function
provide-illumination,provide-illumination,function
provide-partition,provide-partition,function
provide-acoustical qualities,provide-acoustical qualities,function
insulate-structure,insulate-structure,function
ensure-puncture-resistance,ensure-puncture-resistance,function
offer-irregular texture,offer-irregular texture,function
activate-embossed pattern,activate-embossed pattern,function
allow-lubricant absorption,allow-lubricant absorption,function
offer strength,offer strength,function
protect surfaces,protect surfaces,function
conduct light,conduct light,function
transform-energy,transform-energy,function
enable-dense-weaving,enable-dense-weaving,function
water-repellent,water-repellent,function
surface-interiors,surface-interiors,function
create-tile,create-tile,function
withstand high temperatures,withstand high temperatures,function
create-inlay,create-inlay,function
develop-coating,develop-coating,function
cut-veneer,cut-veneer,function
ensure-comfort,ensure-comfort,function
ensure-integration,ensure-integration,function
weaving-fabric,weaving-fabric,function
meet-technical specifications,meet-technical specifications,function
adapt-indoor and outdoor environments,adapt-indoor and outdoor environments,function
make ceramics waterproof,make ceramics waterproof,function
exhibit tensile strength,exhibit tensile strength,function
moisture buffering,moisture buffering,function
recycle components,recycle components,function
allow-thermoforming,allow-thermoforming,function
apply-coats,apply-coats,function
sewing into textile garments,sewing into textile garments,function
show-noun,show-noun,function
reuse-verb,reuse-verb,function
exhibit durability,exhibit durability,function
provide-hiding power,provide-hiding power,function
adhere-to-fibers,adhere-to-fibers,function
react-environment,react-environment,function
create products,create products,function
offer water-resistant features,offer water-resistant features,function
cover imperfections,cover imperfections,function
enable-ease of repairability,enable-ease of repairability,function
compete-mechanical properties,compete-mechanical properties,function
allow-milling,allow-milling,function
weaving-wire,weaving-wire,function
enhance-fire resistance,enhance-fire resistance,function
custom produce-parts,custom produce-parts,function
coating-textile,coating-textile,function
compress-wood,compress-wood,function
adapt-3d shapes,adapt-3d shapes,function
harness-potential,harness-potential,function
lightweight-installation,lightweight-installation,function
drive-nail,drive-nail,function
chemical-resistance,chemical-resistance,function
create-materials,create-materials,function
ensure-long-term durability,ensure-long-term durability,function
manufacturing-technology,manufacturing-technology,function
create-noun,create-noun,function
create wood-like composite,create wood-like composite,function
dry-easily,dry-easily,function
enable infrared burner,enable infrared burner,function
exhibit strength,exhibit strength,function
enable easy installation,enable easy installation,function
enhance-comfort,enhance-comfort,function
create strong bonds,create strong bonds,function
replicate-finish,replicate-finish,function
minimize moisture absorption,minimize moisture absorption,function
resist fatigue,resist fatigue,function
transform-dye,transform-dye,function
create-bags,create-bags,function
guarantee transpiration,guarantee transpiration,function
provide-easy cleaning,provide-easy cleaning,function
demonstrate lightfastness,demonstrate lightfastness,function
maintain-water resistance,maintain-water resistance,function
resist weathering,resist weathering,function
hold ink,hold ink,function
preserve-environment,preserve-environment,function
recycle-porcelain,recycle-porcelain,function
absorb-heat,absorb-heat,function
resist vibration,resist vibration,function
weave-by-hand,weave-by-hand,function
combine-nature,combine-nature,function
assemble-packaging,assemble-packaging,function
enable moulding,enable moulding,function
enable printability,enable printability,function
load-bearing panel,load-bearing panel,function
interpret skin,interpret skin,function
store-foods,store-foods,function
demonstrate-adjective,demonstrate-adjective,function
protect-contents,protect-contents,function
contains-no iso-cyanates,contains-no iso-cyanates,function
form custom grips,form custom grips,function
fuse-materials,fuse-materials,function
provide natural appearance,provide natural appearance,function
guarantee durability,guarantee durability,function
process-material,process-material,function
install-transparent system,install-transparent system,function
extend-lifespan,extend-lifespan,function
absorb-nutrients,absorb-nutrients,function
develop-patina,develop-patina,function
release humidity,release humidity,function
offer-design possibilities,offer-design possibilities,function
combine-durable materials,combine-durable materials,function
provide-interior products,provide-interior products,function
shape-press,shape-press,function
absorb-nature,absorb-nature,function
softens-water,softens-water,function
enable-lightweight construction,enable-lightweight construction,function
covering-noun,covering-noun,function
incorporate shapes,incorporate shapes,function
generate energy,generate energy,function
provide-cushioning,provide-cushioning,function
injection mold-complex profiles,injection mold-complex profiles,function
use-noun,use-noun,function
create illusion,create illusion,function
harvest-noun,harvest-noun,function
produce-nonwoven fabric,produce-nonwoven fabric,function
serve as wallpaper,serve as wallpaper,function
bind-polymers,bind-polymers,function
create-core,create-core,function
conduct-sound,conduct-sound,function
generate-colours,generate-colours,function
build circularly,build circularly,function
press-noun,press-noun,function
distribution-ink,distribution-ink,function
resist-fungi,resist-fungi,function
forge-new-life,forge-new-life,function
absorb-latent heat,absorb-latent heat,function
mix-noun,mix-noun,function
apply-topcoat,apply-topcoat,function
mould-verb,mould-verb,function
twist-design,twist-design,function
provide-texture rugs,provide-texture rugs,function
provide shielding,provide shielding,function
provide aesthetic roofing,provide aesthetic roofing,function
create-lightness,create-lightness,function
lightweight-panel,lightweight-panel,function
resist-mildew,resist-mildew,function
lock-pigments,lock-pigments,function
create-plenum,create-plenum,function
become-sewable,become-sewable,function
enable easy replacement,enable easy replacement,function
dye-yarns,dye-yarns,function
provide-upholstery,provide-upholstery,function
wrap-around-corners,wrap-around-corners,function
rendering atmosphere,rendering atmosphere,function
lay-floating,lay-floating,function
provide-surfacing,provide-surfacing,function
develops patina,develops patina,function
anti-fingerprint surface,anti-fingerprint surface,function
biodegrades-harmlessly,biodegrades-harmlessly,function
print-material,print-material,function
enhance-sustainability,enhance-sustainability,function
integrate discreetly,integrate discreetly,function
upcycle-textiles,upcycle-textiles,function
create-constructive elements,create-constructive elements,function
resurface-traces,resurface-traces,function
resist corrosion,resist corrosion,function
ensure-optimal filtration,ensure-optimal filtration,function
adsorb-gas,adsorb-gas,function
combine natural fibers,combine natural fibers,function
marking-indoor,marking-indoor,function
reduce-natural resource consumption,reduce-natural resource consumption,function
create patterns,create patterns,function
easy-to-use,easy-to-use,function
create-surface pattern,create-surface pattern,function
provide acoustic absorption,provide acoustic absorption,function
provide aesthetic appeal,provide aesthetic appeal,function
provide soft-touch properties,provide soft-touch properties,function
create-synthetic fiber,create-synthetic fiber,function
upcycle-material,upcycle-material,function
provide-fire-retardancy,provide-fire-retardancy,function
sound-absorbing panel,sound-absorbing panel,function
decorate-surface,decorate-surface,function
highlight raw texture,highlight raw texture,function
cut-sawed,cut-sawed,function
regain original shape,regain original shape,function
apply-quickly,apply-quickly,function
conceal-perforations,conceal-perforations,function
enable food contact,enable food contact,function
evoke-textures,evoke-textures,function
allow magnets,allow magnets,function
create depth,create depth,function
achieve-noun,achieve-noun,function
reduce-pollution,reduce-pollution,function
laminate-doors,laminate-doors,function
adsorb pollutants,adsorb pollutants,function
achieve-colour stability,achieve-colour stability,function
create-visual effects,create-visual effects,function
create-novel material,create-novel material,function
resist moisture,resist moisture,function
enhance workability,enhance workability,function
provide-sustainability,provide-sustainability,function
offer breathability,offer breathability,function
enable flexible use,enable flexible use,function
add-wear resistant coating,add-wear resistant coating,function
combine texture,combine texture,function
deacidify marine environments,deacidify marine environments,function
thermoformed-shapes,thermoformed-shapes,function
create-wallcovering,create-wallcovering,function
manufacture components,manufacture components,function
personalise-noun,personalise-noun,function
reuse-modify,reuse-modify,function
fill-surface voids,fill-surface voids,function
create-lamps,create-lamps,function
moisture-resistant-coating,moisture-resistant-coating,function
provide aesthetic,provide aesthetic,function
invite-collaboration,invite-collaboration,function
provide cushioning,provide cushioning,function
produce-shiny appearance,produce-shiny appearance,function
create contrast,create contrast,function
inspire-aesthetic,inspire-aesthetic,function
improve-material performance,improve-material performance,function
resist dirt,resist dirt,function
reduce-waste,reduce-waste,function
create-textile,create-textile,function
grinding-medium,grinding-medium,function
adhere-noun,adhere-noun,function
allow-seamless joints,allow-seamless joints,function
morph-images,morph-images,function
enable-3d-leveling,enable-3d-leveling,function
enhance sustainability,enhance sustainability,function
apply-verb,apply-verb,function
cut-sculptural tables,cut-sculptural tables,function
create depth effect,create depth effect,function
adhere-to-surfaces,adhere-to-surfaces,function
eliminate-hazardous-chemicals,eliminate-hazardous-chemicals,function
create-relief,create-relief,function
let-light-through,let-light-through,function
binds-organically,binds-organically,function
discourage mould formation,discourage mould formation,function
passive-cooling,passive-cooling,function
reduce-tool wear,reduce-tool wear,function
create-individual-look,create-individual-look,function
process-wood,process-wood,function
recycle material,recycle material,function
adjusting-hardness,adjusting-hardness,function
keep-insects-at-bay,keep-insects-at-bay,function
pour-in place,pour-in place,function
feel-soft,feel-soft,function
break down odours,break down odours,function
withstand-tensile forces,withstand-tensile forces,function
create 3d structures,create 3d structures,function
biodegrade safely,biodegrade safely,function
change-structure,change-structure,function
minimise-co2 emissions,minimise-co2 emissions,function
ensure uv protection,ensure uv protection,function
strengthen-surface,strengthen-surface,function
insulate floors,insulate floors,function
provide scratch resistance,provide scratch resistance,function
integrate-renewable feedstocks,integrate-renewable feedstocks,function
achieve-strength-to-weight ratio,achieve-strength-to-weight ratio,function
additive manufacturing,additive manufacturing,function
adhere-veneer,adhere-veneer,function
provide-finish,provide-finish,function
allow-colors-to-play,allow-colors-to-play,function
remove-bitter compounds,remove-bitter compounds,function
aggregate-noun,aggregate-noun,function
wash-easy,wash-easy,function
create-marquetry,create-marquetry,function
reduce-reflectance,reduce-reflectance,function
biodegrade-pigments,biodegrade-pigments,function
incorporate-copper wiring,incorporate-copper wiring,function
produce-pieces,produce-pieces,function
transform-perspiration,transform-perspiration,function
machine without dust,machine without dust,function
apply-pigment,apply-pigment,function
self cleanses,self cleanses,function
provide colour versatility,provide colour versatility,function
provide-visual interest,provide-visual interest,function
provide-non-burning material,provide-non-burning material,function
reduce-carbon footprint,reduce-carbon footprint,function
emboss-structure,emboss-structure,function
allow-custom molding,allow-custom molding,function
provide-aesthetic design,provide-aesthetic design,function
allow natural ventilation,allow natural ventilation,function
offer-style,offer-style,function
revert back to original colour,revert back to original colour,function
offer sustainability,offer sustainability,function
conserve energy,conserve energy,function
allow easy sterilization,allow easy sterilization,function
generate electricity,generate electricity,function
develop-techniques,develop-techniques,function
provide uv-resistance,provide uv-resistance,function
absorb frequencies,absorb frequencies,function
revitalize-floor,revitalize-floor,function
reduce formaldehyde emissions,reduce formaldehyde emissions,function
transform-into new material,transform-into new material,function
create-cast designs,create-cast designs,function
provide-rigidity,provide-rigidity,function
provide tensile strength,provide tensile strength,function
grow-material,grow-material,function
glaze-finish,glaze-finish,function
gels-heat,gels-heat,function
protect against fungus,protect against fungus,function
improve mind clarity,improve mind clarity,function
provide density,provide density,function
glow-alternating current,glow-alternating current,function
refer-back,refer-back,function
replicate-textures,replicate-textures,function
increase-efficiency,increase-efficiency,function
mould-adhesive,mould-adhesive,function
replace-plastic,replace-plastic,function
handwoven-textile,handwoven-textile,function
provide-high temperature insulation,provide-high temperature insulation,function
manufacture-panel,manufacture-panel,function
offer-thermal insulation,offer-thermal insulation,function
replenish surface,replenish surface,function
prevent-oxidation,prevent-oxidation,function
resist fungal decay,resist fungal decay,function
shed excess moisture,shed excess moisture,function
retain stainless steel appearance,retain stainless steel appearance,function
create-non waste products,create-non waste products,function
compression moulding-furniture pieces,compression moulding-furniture pieces,function
eliminate odours,eliminate odours,function
decorate-walls,decorate-walls,function
offer biocompatibility,offer biocompatibility,function
provide energy efficiency,provide energy efficiency,function
diffusing sound,diffusing sound,function
bond-aggregates,bond-aggregates,function
absorb oil,absorb oil,function
provide-slip resistance,provide-slip resistance,function
enhance thermal efficiency,enhance thermal efficiency,function
reheat-thermoplastic,reheat-thermoplastic,function
allow bonding,allow bonding,function
mark-anti-counterfeit,mark-anti-counterfeit,function
minimise-noun,minimise-noun,function
lower emissions,lower emissions,function
offer-compostable packaging,offer-compostable packaging,function
visualize-growth,visualize-growth,function
provide wall coverings,provide wall coverings,function
enable sustainable construction,enable sustainable construction,function
return-water,return-water,function
provide-fat-resistance,provide-fat-resistance,function
regulate moisture,regulate moisture,function
consume-energy,consume-energy,function
simulate wallpaper,simulate wallpaper,function
reuse-noun,reuse-noun,function
join-noun,join-noun,function
define-role,define-role,function
absorbs co2,absorbs co2,function
combine-cushioning,combine-cushioning,function
resist-wind and runoff,resist-wind and runoff,function
enable easy cleaning,enable easy cleaning,function
provide-waterproof,provide-waterproof,function
let light show through,let light show through,function
insulate against heat,insulate against heat,function
reduces odours,reduces odours,function
save-trees,save-trees,function
resisting-chemicals,resisting-chemicals,function
provide-hygiene,provide-hygiene,function
improve-wear resistance,improve-wear resistance,function
prevent-algal growth,prevent-algal growth,function
weave-decorative,weave-decorative,function
resist weather,resist weather,function
absorbent-fabric,absorbent-fabric,function
improve-temperature resistance,improve-temperature resistance,function
emulate-noun,emulate-noun,function
apply-durable finishes,apply-durable finishes,function
develop-solution,develop-solution,function
manipulate-weaving,manipulate-weaving,function
convert-pollutants into harmless compounds,convert-pollutants into harmless compounds,function
provide-appearance,provide-appearance,function
release-fragrance,release-fragrance,function
suit-noun,suit-noun,function
create-realistic teak effect,create-realistic teak effect,function
transform-nonbiodegradable waste,transform-nonbiodegradable waste,function
slice-noun,slice-noun,function
increase stiffness,increase stiffness,function
transform-into shape,transform-into shape,function
offer sound absorption,offer sound absorption,function
increasing sound proofing,increasing sound proofing,function
dampening movement,dampening movement,function
offer-sun protection,offer-sun protection,function
endure-hydrolysis,endure-hydrolysis,function
enable circular stability,enable circular stability,function
allow easy processing,allow easy processing,function
cast-custom-moulds,cast-custom-moulds,function
combine-colors,combine-colors,function
create lightweight structure,create lightweight structure,function
provide-nature,provide-nature,function
weld-nail,weld-nail,function
resist-moulds,resist-moulds,function
support-lighting,support-lighting,function
reusable,reusable,function
release-stress,release-stress,function
verify-authenticity,verify-authenticity,function
absorb-co2,absorb-co2,function
design for circularity,design for circularity,function
decellularise-process,decellularise-process,function
activate color,activate color,function
coat-insulation layers,coat-insulation layers,function
restrict convection,restrict convection,function
create-interference colours,create-interference colours,function
ensure-quality,ensure-quality,function
control-size granules,control-size granules,function
integrate fixtures,integrate fixtures,function
provide thermal insulation,provide thermal insulation,function
adjust hardness,adjust hardness,function
creating-natural appearance,creating-natural appearance,function
allow air circulation,allow air circulation,function
finish-noun,finish-noun,function
provide-non absorbent surface,provide-non absorbent surface,function
create-designs,create-designs,function
harvest-manually,harvest-manually,function
stiffen-cardboard,stiffen-cardboard,function
bond-thermal,bond-thermal,function
achieve-surface finishes,achieve-surface finishes,function
renovate-floor,renovate-floor,function
hand craft-plate material,hand craft-plate material,function
control-lighting,control-lighting,function
provide-fast setup,provide-fast setup,function
allow-stitching,allow-stitching,function
replace-timber,replace-timber,function
reinforce-plastics,reinforce-plastics,function
create-pile,create-pile,function
provide-vapour barrier,provide-vapour barrier,function
enable-textures,enable-textures,function
preserve-softness,preserve-softness,function
decorative surface,decorative surface,function
offer aesthetic,offer aesthetic,function
provide-solidarity,provide-solidarity,function
avoid-firing,avoid-firing,function
glaze-noun,glaze-noun,function
emission-free-production,emission-free-production,function
produce-paper,produce-paper,function
enhance biodiversity,enhance biodiversity,function
enable flexible coverings,enable flexible coverings,function
resist-fungus,resist-fungus,function
resist acid,resist acid,function
create-illuminated surfaces,create-illuminated surfaces,function
protect-surface,protect-surface,function
provide waterproof characteristic,provide waterproof characteristic,function
optimize-properties,optimize-properties,function
bond-materials,bond-materials,function
reduce supports,reduce supports,function
provide softness,provide softness,function
minimize waste,minimize waste,function
dampen sounds,dampen sounds,function
provide fire-retardant properties,provide fire-retardant properties,function
hold moisture,hold moisture,function
support-wetland restoration,support-wetland restoration,function
absorb-shock,absorb-shock,function
embed-textiles,embed-textiles,function
scaling-patterns,scaling-patterns,function
resist chipping,resist chipping,function
easy to clean,easy to clean,function
meet-hygiene requirements,meet-hygiene requirements,function
emboss-leather-look,emboss-leather-look,function
reinforce-bonds,reinforce-bonds,function
offer water repellence,offer water repellence,function
provide warmth,provide warmth,function
cut-material,cut-material,function
provide heat-resistance,provide heat-resistance,function
reuse residual waste,reuse residual waste,function
reduce-temperature,reduce-temperature,function
create-floor,create-floor,function
treat-skins,treat-skins,function
grind-wood,grind-wood,function
soft-textile,soft-textile,function
water repellent-fabric,water repellent-fabric,function
lightweight-shipping,lightweight-shipping,function
sew fabric,sew fabric,function
allow-adaptability,allow-adaptability,function
offer-comfort,offer-comfort,function
provide smooth surface,provide smooth surface,function
upcycling-material,upcycling-material,function
coat-surfaces,coat-surfaces,function
absorb-odours,absorb-odours,function
supple-garment,supple-garment,function
extrude-sheet,extrude-sheet,function
create dense tiles,create dense tiles,function
deliver electrical conductivity,deliver electrical conductivity,function
allow-smooth painting,allow-smooth painting,function
process-materials,process-materials,function
perform-abrasion,perform-abrasion,function
print-sharp,print-sharp,function
process easily,process easily,function
provide-solution,provide-solution,function
activate-system,activate-system,function
mould-reheat,mould-reheat,function
enable vacuum forming,enable vacuum forming,function
create layer,create layer,function
enable backlighting,enable backlighting,function
tint-mass,tint-mass,function
transport light,transport light,function
bind-resin,bind-resin,function
simulate-colour,simulate-colour,function
nourish-plants,nourish-plants,function
improve-strength and stiffness,improve-strength and stiffness,function
provide decorative surfacing,provide decorative surfacing,function
enable printing,enable printing,function
provide packaging,provide packaging,function
enable-biodegradability,enable-biodegradability,function
provide anti-bacterial,provide anti-bacterial,function
support-hot-melt welding,support-hot-melt welding,function
deliver thermal insulation,deliver thermal insulation,function
customise-gloss,customise-gloss,function
ensure-dimensional accuracy,ensure-dimensional accuracy,function
finish-sanding,finish-sanding,function
deliver-illumination,deliver-illumination,function
install-quickly,install-quickly,function
create-finish,create-finish,function
improve-durability,improve-durability,function
connect-community,connect-community,function
producing-building materials,producing-building materials,function
apply-additives,apply-additives,function
recyclable,recyclable,function
maintain color stability,maintain color stability,function
reduce-preparation,reduce-preparation,function
ensure-light stability,ensure-light stability,function
strengthen-noun,strengthen-noun,function
sequester-co2 emissions,sequester-co2 emissions,function
vary-structural depths,vary-structural depths,function
withstand impact,withstand impact,function
insulate-temperature,insulate-temperature,function
provide-acoustic relief,provide-acoustic relief,function
support cutting,support cutting,function
divide-rooms,divide-rooms,function
clean-easily,clean-easily,function
maintain-lightweight,maintain-lightweight,function
compost-nutrition,compost-nutrition,function
floor-noun,floor-noun,function
support lightweight design,support lightweight design,function
enable-printing,enable-printing,function
maintain upright stance,maintain upright stance,function
ensure-softness,ensure-softness,function
restrict gas conduction,restrict gas conduction,function
manage-nutrients,manage-nutrients,function
waterborne-stain,waterborne-stain,function
withstand-temperature changes,withstand-temperature changes,function
absorbtion effect-sound waves,absorbtion effect-sound waves,function
improve comfort,improve comfort,function
provide high stiffness,provide high stiffness,function
coat-metal,coat-metal,function
provide-surface,provide-surface,function
create-material,create-material,function
decorate-interior,decorate-interior,function
reinforce-structure,reinforce-structure,function
reveal details,reveal details,function
provide-verb,provide-verb,function
support overcoating,support overcoating,function
produce tiles,produce tiles,function
bend-cover,bend-cover,function
enable die-cutting,enable die-cutting,function
print-structure,print-structure,function
support-body,support-body,function
stretch-matrix,stretch-matrix,function
bond without stitching,bond without stitching,function
provide-high strength,provide-high strength,function
simulate natural grass,simulate natural grass,function
combine with colourants,combine with colourants,function
enhance-economic efficiency,enhance-economic efficiency,function
upcycle-materials,upcycle-materials,function
transform-foldable structures,transform-foldable structures,function
isolate-vibration,isolate-vibration,function
enhancing-aesthetic,enhancing-aesthetic,function
color layer,color layer,function
sand-top layer,sand-top layer,function
ionize air,ionize air,function
apply-lacquers,apply-lacquers,function
process-marble,process-marble,function
offer flexibility,offer flexibility,function
allow for external use,allow for external use,function
control-bacteria,control-bacteria,function
allow-molding into various shapes,allow-molding into various shapes,function
offer-levelling effect,offer-levelling effect,function
allow-backlighting,allow-backlighting,function
reclaim-nature,reclaim-nature,function
tailor-properties,tailor-properties,function
provide-structure,provide-structure,function
determine-noun,determine-noun,function
provide-bacterial protection,provide-bacterial protection,function
facilitate stain removal,facilitate stain removal,function
flex-partition,flex-partition,function
endure severe weather conditions,endure severe weather conditions,function
provide jobs,provide jobs,function
act as carbon sink,act as carbon sink,function
offer transparency,offer transparency,function
allow-airflow,allow-airflow,function
coating-surface,coating-surface,function
support-innovation,support-innovation,function
offer stain resistance,offer stain resistance,function
compound-stability,compound-stability,function
provide-fire-resistance,provide-fire-resistance,function
cover-niche markets,cover-niche markets,function
ensure comfort,ensure comfort,function
provide decorative element,provide decorative element,function
provide-flame retardancy,provide-flame retardancy,function
enable-compostability,enable-compostability,function
resist-uv exposure,resist-uv exposure,function
reshape without degradation,reshape without degradation,function
hide surroundings,hide surroundings,function
construct-shelters,construct-shelters,function
show-potential,show-potential,function
provide-resilience,provide-resilience,function
ensure anti-static properties,ensure anti-static properties,function
color-noun,color-noun,function
create-hummus,create-hummus,function
create-novel product,create-novel product,function
offer temperature resistance,offer temperature resistance,function
modular-panel,modular-panel,function
offer durability,offer durability,function
resist creep,resist creep,function
apply-tile,apply-tile,function
serve feedstock,serve feedstock,function
support sustainable design,support sustainable design,function
stretch-accommodate shapes,stretch-accommodate shapes,function
allow-easy connection,allow-easy connection,function
provide antibacterial property,provide antibacterial property,function
allow dyeing,allow dyeing,function
enhance weather resistance,enhance weather resistance,function
create-carbonates,create-carbonates,function
release-heat,release-heat,function
boost production capacities,boost production capacities,function
provide lightweight materials,provide lightweight materials,function
covering surfaces,covering surfaces,function
stabilize-humidity,stabilize-humidity,function
reduce-carbon emissions,reduce-carbon emissions,function
create-image,create-image,function
joining-noun,joining-noun,function
offer-waterproofing,offer-waterproofing,function
soften-heat,soften-heat,function
eliminating-toxicity,eliminating-toxicity,function
arrange-chessboard pattern,arrange-chessboard pattern,function
process-high-quality design applications,process-high-quality design applications,function
create-color,create-color,function
innovative-material,innovative-material,function
act-vapor barrier,act-vapor barrier,function
resist-high temperatures,resist-high temperatures,function
create-tactile effect,create-tactile effect,function
act as floor covering,act as floor covering,function
transfer-colour,transfer-colour,function
cast-designs,cast-designs,function
allow-easy repair,allow-easy repair,function
transform-materials,transform-materials,function
bonding-nonwoven fabric,bonding-nonwoven fabric,function
retains co2,retains co2,function
provide protection,provide protection,function
improve-barrier,improve-barrier,function
enhance-load bearing,enhance-load bearing,function
offer water resistance,offer water resistance,function
form-variety,form-variety,function
enhance-aesthetic,enhance-aesthetic,function
strengthen receptivity,strengthen receptivity,function
reduce local faceplate buckling,reduce local faceplate buckling,function
produce-effect,produce-effect,function
reduce-costs,reduce-costs,function
create-sheets,create-sheets,function
combine-production,combine-production,function
provide colour,provide colour,function
compound-with-synthetic plastics,compound-with-synthetic plastics,function
enable-design-possibilities,enable-design-possibilities,function
provide-beauty,provide-beauty,function
provide visibility,provide visibility,function
reduce inter-laminar stresses,reduce inter-laminar stresses,function
offer heat insulation,offer heat insulation,function
repurpose-waste,repurpose-waste,function
give-concrete look,give-concrete look,function
control-leds remotely,control-leds remotely,function
enhance performance,enhance performance,function
create-glaze,create-glaze,function
absorb-liquid,absorb-liquid,function
replace-wood veneer,replace-wood veneer,function
provide heat-exchange,provide heat-exchange,function
provide-biodegradability,provide-biodegradability,function
manifest-capabilities,manifest-capabilities,function
enable-customisation,enable-customisation,function
provide stiffness,provide stiffness,function
make-surfaces easier to clean,make-surfaces easier to clean,function
recycle materials,recycle materials,function
facilitate water removal,facilitate water removal,function
provide-protective seal,provide-protective seal,function
allow surface processes,allow surface processes,function
seal-varnish,seal-varnish,function
apply-nanocrystalline layer,apply-nanocrystalline layer,function
create aesthetic,create aesthetic,function
calm-mould filling,calm-mould filling,function
allow-breathability,allow-breathability,function
enhance-colour intensity,enhance-colour intensity,function
generate-antibacterial reaction,generate-antibacterial reaction,function
show fine structure,show fine structure,function
create-spatial effect,create-spatial effect,function
create-decorative panels,create-decorative panels,function
provide wall cladding,provide wall cladding,function
